1,f,f,f,t
2,f,f,f,t
3,f,f,f,t
4,f,f,f,t
5,f,f,f,f
6,f,f,f,f
7,f,t,f,f
8,f,f,f,t
9,f,f,f,t
10,f,f,f,t
11,f,f,f,f
12,f,f,f,f
13,f,t,f,f
14,f,f,f,t
15,f,f,f,t
16,f,f,f,t
17,f,f,f,t
18,f,f,f,t
19,f,f,t,f
20,t,f,f,f
21,f,f,f,f
22,f,f,f,f
23,f,f,f,f
24,f,t,f,f
25,f,f,f,t
26,f,f,f,t
27,f,f,f,t
28,f,f,f,t
29,f,f,f,t
30,f,f,f,f
31,f,f,f,f
32,f,t,f,f
33,f,f,f,t
34,f,f,f,t
35,f,f,f,t
36,f,f,f,f
37,f,f,f,f
38,f,f,f,t
39,f,f,f,t
40,f,f,f,t
41,f,f,f,t
42,f,f,f,f
43,f,f,f,f
44,f,f,f,f
45,f,f,f,f
46,f,f,f,f
47,f,f,f,t
48,f,f,f,t
49,f,f,f,t
50,f,f,f,t
51,f,f,f,t
52,f,f,f,t
53,f,f,f,t
54,f,f,f,t
55,f,f,f,t
56,f,f,f,t
57,f,f,f,t
58,f,f,f,t
59,f,f,f,t
60,f,f,f,t
61,f,f,f,f
62,f,f,f,f
63,f,f,f,f
64,f,f,f,f
65,f,f,f,f
66,f,f,f,f
67,f,f,f,f
68,f,f,f,f
69,f,f,f,t
70,f,f,f,t
71,f,f,f,t
72,f,f,f,t
73,f,f,f,t
74,f,f,f,t
75,f,f,f,t
76,f,f,f,t
77,f,f,f,t
78,f,f,f,t
79,f,f,f,t
80,f,f,f,t
81,f,f,f,t
82,f,f,f,t
83,f,f,t,f
84,f,f,f,f
85,f,f,f,f
86,f,f,f,f
87,f,f,f,t
88,f,f,f,t
89,f,f,f,t
90,f,f,f,t
91,f,f,f,t
92,f,f,f,t
93,f,f,f,t
94,f,f,f,t
95,f,f,f,t
96,f,f,f,t
97,f,f,f,t
98,f,f,f,f
99,f,f,f,f
100,f,f,f,f
101,f,f,f,f
102,f,f,f,f
103,f,f,f,f
104,f,f,f,t
105,f,f,f,t
106,f,f,f,t
107,f,f,f,t
108,f,f,f,t
109,f,f,f,t
110,f,f,f,f
111,f,f,f,f
112,f,f,f,f
113,f,f,f,f
114,f,f,f,f
115,f,f,f,f
116,f,f,f,t
117,f,f,f,f
118,f,f,f,t
119,f,f,f,t
120,f,f,f,t
121,f,f,f,t
122,f,f,f,t
123,f,f,f,f
124,f,f,f,f
125,f,f,f,f
126,f,f,f,t
127,f,f,f,f
128,f,f,f,f
129,f,f,f,f
130,f,f,f,f
131,f,f,f,f
132,f,f,f,f
133,f,f,f,f
134,f,f,f,t
135,f,f,f,t
136,f,f,f,t
137,f,f,f,t
138,f,f,f,t
139,f,f,f,t
140,f,f,f,t
141,f,f,f,t
142,f,f,f,t
143,f,f,f,f
144,f,f,f,f
145,f,f,f,f
146,f,f,f,f
147,f,f,f,f
148,f,f,f,f
149,f,f,f,f
150,f,f,f,f
151,f,f,f,f
152,f,f,f,f
153,f,f,f,f
154,f,f,f,f
155,f,f,f,f
156,f,f,f,f
157,f,f,f,f
158,f,f,f,f
159,f,f,f,f
160,f,f,f,t
161,f,f,f,t
162,f,f,f,t
163,f,f,f,f
164,f,f,f,f
165,f,f,f,f
166,f,f,f,f
167,f,f,f,f
168,f,f,f,f
169,f,f,f,t
170,f,f,f,t
171,f,f,f,t
172,f,f,f,t
173,f,f,t,f
174,t,f,f,f
175,f,f,f,f
176,f,f,f,f
177,f,f,f,f
178,f,f,f,t
179,f,f,f,t
180,f,f,f,t
181,f,f,f,t
182,f,f,f,t
183,f,f,f,t
184,f,f,f,t
185,f,f,f,t
186,f,f,f,t
187,f,f,f,t
188,f,f,f,t
189,f,f,f,t
190,f,f,f,t
191,f,f,f,t
192,f,f,f,t
193,f,f,f,t
194,f,f,f,t
195,f,f,f,f
196,f,f,f,f
197,f,f,f,f
198,f,f,f,f
199,t,f,f,f
200,t,f,f,f
201,t,f,f,f
202,t,f,f,f
203,t,f,f,f
204,t,f,f,f
205,t,f,f,f
206,t,f,f,f
207,t,f,f,f
208,t,f,f,f
209,t,f,f,f
210,t,f,f,f
211,t,f,f,f
212,t,f,f,f
213,t,f,f,f
214,t,f,f,f
215,t,f,f,f
216,t,f,f,f
217,t,f,f,f
218,t,f,f,f
219,t,f,f,f
220,t,f,f,f
221,t,f,f,f
222,t,f,f,f
223,t,f,f,f
224,t,f,f,f
225,t,f,f,f
226,f,f,f,f
227,f,f,f,f
228,f,f,f,f
229,f,f,f,f
230,f,f,f,f
231,f,f,f,t
232,f,f,f,t
233,f,f,f,t
234,f,f,f,t
235,f,f,f,t
236,f,f,f,t
237,f,f,f,t
238,f,f,f,t
239,f,f,f,t
240,f,f,f,f
241,f,f,f,f
242,f,f,f,f
243,f,f,f,f
244,t,f,f,f
245,f,f,f,f
246,f,f,f,f
247,f,f,f,f
248,f,f,f,t
249,f,f,f,t
250,f,f,f,t
251,f,f,f,t
252,f,f,f,t
253,f,f,f,t
254,f,f,f,t
255,f,f,f,t
256,f,f,f,t
257,f,f,f,t
258,f,f,f,t
259,f,f,f,t
260,f,f,f,t
261,f,f,f,t
262,f,f,f,f
263,f,f,f,f
264,f,f,f,f
265,f,f,f,f
266,t,f,f,f
267,t,f,f,f
268,t,f,f,f
269,f,f,f,f
270,f,f,f,f
271,f,f,f,t
272,f,f,f,t
273,f,f,f,t
274,f,f,f,t
275,f,f,f,t
276,f,f,f,t
277,f,f,f,t
278,f,f,f,t
279,f,f,f,t
280,f,f,f,t
281,f,f,f,t
282,f,f,f,t
283,f,f,f,t
284,f,f,f,t
285,f,f,f,t
286,f,f,f,t
287,f,f,f,t
288,f,f,f,t
289,f,f,f,t
290,f,f,f,t
291,f,f,f,t
292,f,f,f,t
293,f,f,f,t
294,f,f,f,t
295,f,f,f,f
296,f,f,f,f
297,f,f,f,f
298,f,f,f,f
299,f,f,f,f
300,f,f,f,f
301,f,f,f,f
302,f,f,f,f
303,t,f,f,f
304,t,f,f,f
305,t,f,f,f
306,t,f,f,f
307,t,f,f,f
308,t,f,f,f
309,t,f,f,f
310,t,f,f,f
311,t,f,f,f
312,t,f,f,f
313,t,f,f,f
314,f,f,f,f
315,f,f,f,f
316,t,f,f,f
317,t,f,f,f
318,t,f,f,f
319,t,f,f,f
320,t,f,f,f
321,t,f,f,f
322,t,f,f,f
323,f,f,f,f
324,t,f,f,f
325,t,f,f,f
326,t,f,f,f
327,f,f,f,f
328,f,f,f,f
329,t,f,f,f
330,t,f,f,f
331,f,f,f,f
332,t,f,f,f
333,t,f,f,f
334,t,f,f,f
335,t,f,f,f
336,t,f,f,f
337,t,f,f,f
338,t,f,f,f
339,t,f,f,f
340,t,f,f,f
341,t,f,f,f
342,t,f,f,f
343,t,f,f,f
344,t,f,f,f
345,t,f,f,f
346,t,f,f,f
347,t,f,f,f
348,t,f,f,f
349,t,f,f,f
350,t,f,f,f
351,t,f,f,f
352,t,f,f,f
353,t,f,f,f
354,t,f,f,f
355,t,f,f,f
356,t,f,f,f
357,t,f,f,f
358,t,f,f,f
359,t,f,f,f
360,t,f,f,f
361,t,f,f,f
362,t,f,f,f
363,t,f,f,f
364,t,f,f,f
365,t,f,f,f
366,t,f,f,f
367,t,f,f,f
368,f,f,f,f
369,t,f,f,f
370,t,f,f,f
371,t,f,f,f
372,t,f,f,f
373,t,f,f,f
374,t,f,f,f
375,t,f,f,f
376,t,f,f,f
377,t,f,f,f
378,t,f,f,f
379,t,f,f,f
380,t,f,f,f
381,t,f,f,f
382,t,f,f,f
383,t,f,f,f
384,t,f,f,f
385,t,f,f,f
386,t,f,f,f
387,t,f,f,f
388,t,f,f,f
389,t,f,f,f
390,t,f,f,f
391,t,f,f,f
392,t,f,f,f
393,t,f,f,f
394,t,f,f,f
395,t,f,f,f
396,t,f,f,f
397,t,f,f,f
398,t,f,f,f
399,t,f,f,f
400,t,f,f,f
401,f,f,f,f
402,f,f,f,f
403,f,f,f,f
404,f,f,f,f
405,f,f,f,f
406,f,f,f,f
407,f,f,f,t
408,f,f,f,t
409,f,f,f,t
410,f,f,f,t
411,f,f,f,t
412,f,f,f,t
413,f,f,f,t
414,f,f,f,t
415,f,f,f,f
416,f,f,f,f
417,f,f,f,f
418,t,f,f,f
419,t,f,f,f
420,t,f,f,f
421,f,f,f,f
422,t,f,f,f
423,t,f,f,f
424,t,f,f,f
425,f,f,f,f
426,f,f,f,f
427,f,f,f,f
428,f,f,f,f
429,f,f,f,f
430,f,f,f,f
431,f,f,f,t
432,f,f,f,t
433,f,f,f,t
434,f,f,f,t
435,f,f,f,t
436,f,f,f,t
437,f,f,f,t
438,f,f,f,t
439,f,f,f,t
440,f,f,f,t
