route_id,guid,geom,x,y,dist_center,dist_bike_parking,n_bike_parking,highway_class,dist_est_biciq,n_est_biciq,dist_ciclovia,n_intersect,dist_intersect,n_busstops,dist_busstop,n_accidents,dist_accident,n_deadly_accidents,dist_deadly_accident,dist_brt_corr,n_zebra_crossings,dist_zebra_crossings,n_speedbumps,dist_speedbumps,n_traffic_signals,dist_traffic_signals,frac_green_areas,dist_green_area,n_parking,dist_parking,dist_oneway,n_shopss,dist_shop,land_use,n_education,dist_education,slope,elevation
C23-RO01,1,010100002031BF0D00A447962F60A453C000E83AE0F250D2BF,-78.5683707206322,-0.286190718626699,9652.681549922,1347.977217601,0,unclassified,9330.658987761,0,3005.653633254,0,123.827269593,0,284.601489179,0,442.532467116,0,297.903470775,1618.168768196,0,1207.015444372,0,401.569861831,0,1269.4593954,0,226.805721737,0,800.588234043,602.151081502,0,1099.736518305,res.bajo consumo,0,331.514553549,89.9777450561523,2936.86108398438
C23-RO05,2,010100002031BF0D009C8F63185FA453C0001C8F882854D2BF,-78.568304154613,-0.286386617048663,9664.4939815,1330.59579115,0,unclassified,9342.101140817,0,3016.8228599,0,144.001133278,0,262.310125876,0,435.835463915,0,274.897397643,1600.732613824,0,1185.163039904,0,397.288895758,0,1252.523951737,0,212.529084393,0,783.84450061,584.935267983,0,1089.417824175,res.bajo consumo,0,312.570568215,89.9814529418945,2938.40478515625
C23-RO03,3,010100002031BF0D0095A0A67559A453C0CA9B7B89BB52D2BF,-78.5679601790637,-0.28629959512767,9632.410899759,1302.590573439,0,unclassified,9309.596623017,0,2984.120988108,0,134.383962912,0,251.902041467,0,397.166116153,0,274.49430318,1572.806820725,0,1170.333483292,0,357.972644554,0,1223.715830994,0,180.028745335,0,754.776465209,555.665829366,0,1052.81966636,res.bajo consumo,0,292.678759074,89.9867706298828,2938.2314453125
C23-RO02,4,010100002031BF0D00CE06ED4E55A453C0F03DB540C153D2BF,-78.5677068056786,-0.286361993018516,9619.586174653,1274.925370027,0,unclassified,9296.291220474,0,2970.726365385,0,147.708802794,0,234.710532123,0,369.367834856,0,263.787239043,1545.145873022,0,1148.519124857,0,331.459074801,0,1195.807784652,0,151.529352785,0,726.859607171,527.076946271,0,1023.952135546,res.bajo consumo,0,264.383643494,89.9867706298828,2938.2314453125
C23-RO01,5,010100002031BF0D00A53B628B53A453C06D636CF62258D2BF,-78.5675991496378,-0.286629429481357,9634.718853559,1249.30046596,0,residential,9310.899832288,0,2985.412918064,0,161.126933489,0,202.682115236,0,360.493718398,0,233.321181333,1519.497105411,0,1117.245424241,0,326.974469298,0,1170.772948124,0,129.68536712,0,701.916749634,514.007774915,0,1008.35749917,res.bajo consumo,0,253.962215438,89.9867706298828,2938.2314453125
C19-RO03,6,010100002031BF0D0080C1188F52A453C000ECFD28417FD3BF,-78.567538999725,-0.304642000228057,11242.768393265,1732.869223341,0,service,10900.715617089,0,4120.648361562,2,0.0001,0,79.714195649,0,746.048107653,0,110.407659461,1648.988675976,0,829.190582172,0,80.600606897,0,1314.076987396,0,241.519424055,0,1777.970868935,927.996421118,0,678.828402063,res.bajo consumo,0,247.389604575,89.9817428588867,2980.20703125
C23-RO05,7,010100002031BF0D00CF6A5F2152A453C0F059EC213E5BD2BF,-78.5675128394898,-0.28681901276414,9644.786607457,1230.35607058,0,residential,9320.583314546,0,2995.271890018,0,171.122347117,0,179.624506927,0,354.734374378,0,211.999944156,1500.505039594,0,1094.465255584,0,324.634956915,0,1152.257526125,0,115.981276206,0,683.60503104,504.659674837,0,996.672318227,res.bajo consumo,0,247.732615619,89.9895095825195,2939.52197265625
C19-RO02b,8,010100002031BF0D003CDD8C8751A453C0E4AD3B77187FD3BF,-78.5674761653544,-0.304632297934147,11238.037184408,1727.722138619,0,tertiary,10895.920784129,0,4115.19766252,2,7.069562082,0,72.644618307,0,739.662530639,0,114.281541795,1642.925725054,0,829.016826556,0,73.627076412,0,1308.16270822,0,237.933951742,0,1774.56723573,921.010802324,0,675.329358006,res.bajo consumo,0,240.867089448,89.9817428588867,2980.20703125
C19-RO02,9,010100002031BF0D00552A014450A453C0F2AA0F1BE87ED3BF,-78.5673990260487,-0.30462076800056,11232.267697643,1721.455472377,0,tertiary,10890.07293321,0,4108.491039358,2,15.742193994,0,63.972056108,0,731.864472798,0,119.46736293,1635.520746268,0,828.927869883,0,65.092499748,0,1300.946268073,0,233.789524378,0,1770.458299705,912.436467696,0,671.150445189,res.bajo consumo,0,232.892297309,89.9817428588867,2980.20703125
C23-RO03,10,010100002031BF0D0066A16E3E4CA453C09420906D5559D2BF,-78.5671535568596,-0.286702496523966,9609.326994815,1202.689714726,0,residential,9284.718077855,0,2959.70032317,0,139.152652334,0,183.958985036,0,313.004203277,0,228.291756022,1472.910222572,0,1082.900278421,0,282.691904338,0,1123.606246016,0,80.03878296,0,654.657250674,464.453639846,0,958.217418635,res.bajo consumo,0,206.06190378,89.9897918701172,2935.38818359375
C19-RO03,11,010100002031BF0D00569FC1674BA453C0EE59DC5A2A5DD3BF,-78.5671023741573,-0.302561367732237,11022.99644413,1524.2868291,0,tertiary,10682.043198817,0,4203.155532935,0,103.386517084,0,126.797793758,0,599.220560061,1,49.29981943,1471.313325483,0,610.502451399,0,162.277014783,0,1132.060527408,0.0230810536342552,42.28693484,0,1544.394839131,894.395082649,0,447.171352934,res.bajo consumo,0,325.707461895,89.992546081543,2969.43432617188
C19-RO02b,12,010100002031BF0D006E8C12544BA453C029F6BCEB1F5CD3BF,-78.5670976811541,-0.302497844899195,11016.830511021,1518.690836692,0,tertiary,10675.921994912,0,4206.655395507,0,109.161377017,0,119.822029314,0,596.560873996,1,48.050168302,1466.948551583,0,603.793313304,0,158.35024205,0,1127.612132838,0.0309259208479102,41.713369319,0,1537.627971406,894.402775872,0,440.604036351,res.bajo consumo,0,325.860717916,89.992546081543,2969.43432617188
C19-RO02,13,010100002031BF0D006B66543A4BA453C02F52213CC85AD3BF,-78.5670915436,-0.302415903778896,11008.873234242,1511.484442695,0,tertiary,10668.0224464,0,4211.175603803,0,108.755978367,0,110.841225518,0,593.22838046,1,47.968396147,1461.341888866,0,595.154052305,0,153.610913052,0,1121.90621588,0.0387786357691937,41.104104311,0,1528.899870309,894.403404854,0,432.152376076,res.bajo consumo,0,326.276218268,89.992546081543,2969.43432617188
C19-RO02,14,010100002031BF0D00DD00F87E49A453C025DAD5FE6769D3BF,-78.5669858381184,-0.303308485853821,11085.076095451,1578.757232518,0,tertiary,10743.405418653,0,4146.6375297,2,42.46880462,0,137.207049518,0,618.372086171,0,115.354447307,1508.8526412,0,694.243308243,0,113.613717901,0,1171.303847103,0,80.989061799,0,1617.597981233,875.262509558,0,518.358317982,res.bajo consumo,0,273.191180197,89.9882431030273,2973.14892578125
C19-RO02b,15,010100002031BF0D001733CE4549A453C07630B900BC6AD3BF,-78.5669722093265,-0.303389549929086,11091.769120302,1584.753702049,0,tertiary,10750.020519264,0,4140.469524303,2,40.998718542,0,128.074589973,0,621.00158507,0,123.896803995,1513.063453433,0,703.360065233,0,104.483678271,0,1175.759504588,0,88.891399435,0,1625.567080207,873.077432578,0,526.273228405,res.bajo consumo,0,265.430351621,89.9882431030273,2973.14892578125
C19-RO03,16,010100002031BF0D0048D2D41349A453C02AB86B53C26BD3BF,-78.5669602945646,-0.30345209261475,11096.849769982,1589.302318528,0,tertiary,10755.03958428,0,4135.587422335,2,41.086784257,0,121.010859436,0,622.97602088,0,130.617270244,1516.218138091,0,710.430873493,0,97.423519425,0,1179.113452129,0,95.094324177,0,1631.67164348,871.23637934,0,532.353769555,res.bajo consumo,0,259.398412006,89.9900436401367,2975.05981445312
R19-RO01b,17,010100002031BF0D00D82ADB9B48A453C000847010F54ED3BF,-78.5669316902453,-0.301694170049871,10932.30188545,1440.762451354,0,tertiary,10591.840341566,0,4241.991012178,1,29.028471617,1,29.028471617,0,557.781284586,0,104.173623851,1403.463327151,0,523.505155222,0,121.672338631,0,1063.613562409,0.0512074229704081,38.743288088,0,1447.783029923,883.806240804,0,353.10989059,res.bajo consumo,0,319.119168081,89.9865188598633,2963.68701171875
C19-RO03,18,010100002031BF0D00E927219948A453C02602DA47DD4ED3BF,-78.5669310401714,-0.301688499610494,10931.738175519,1440.258402373,0,tertiary,10591.280440905,0,4242.293702006,1,28.421544133,1,28.421544133,0,557.608337124,0,104.708916999,1403.07590654,0,522.932556852,0,121.67518392,0,1063.225757463,0.0498587648280108,38.940036612,0,1447.171500475,883.79160135,0,352.528469721,res.bajo consumo,0,318.551192921,89.9865188598633,2963.68701171875
C23-RO02,19,010100002031BF0D00EC06D46D48A453C08633DA4F005BD2BF,-78.5669207163407,-0.286804273587045,9601.599851731,1174.713018506,0,residential,9276.496485545,0,2951.994312819,0,115.685686598,0,171.999943959,0,290.214274185,0,215.090410161,1444.931897887,0,1059.453599289,0,263.369645275,0,1095.519052329,0,51.857816406,0,626.57230524,438.801226229,0,931.289088724,res.bajo consumo,0,183.233632195,89.9897918701172,2935.38818359375
C19-RO02b,20,010100002031BF0D00B7F8E52348A453C0C5DD3D8CE64DD3BF,-78.566903090078,-0.301629673914672,10924.575441536,1433.394720468,0,tertiary,10584.132090793,0,4243.509361011,2,21.183859474,1,21.183859474,0,553.522310474,0,111.762750925,1397.043747974,0,517.786539025,0,119.578641532,0,1057.192594101,0.0472607487340796,38.865226877,0,1439.942074411,881.291514285,0,345.312292818,res.bajo consumo,0,311.37525973,89.9865188598633,2963.68701171875
C19-RO02,21,010100002031BF0D00B29560B547A453C0B32FFDD41478D3BF,-78.5668767398081,-0.304204185483054,11161.738318436,1649.394978884,0,tertiary,10819.264941777,0,4083.022442271,2,36.87811065,1,36.878294755,0,657.777275177,0,149.543636861,1561.257096179,0,793.968837904,2,13.280318948,0,1226.825930744,0,166.293785002,0,1707.749232566,855.768699993,0,609.006109889,res.bajo consumo,0,198.092439174,89.9908142089844,2977.63818359375
C19-RO02,22,010100002031BF0D008681419847A453C042285099AB4CD3BF,-78.5668697967249,-0.301554584235991,10915.580409975,1424.823597585,0,tertiary,10575.158286172,0,4245.295081517,2,12.051792632,1,12.051792632,0,548.663965101,0,120.639372447,1389.588606536,0,511.19955548,0,117.754711526,0,1049.741783222,0.037938947371124,39.561274129,0,1430.813477202,878.364230726,0,336.236967797,res.bajo consumo,0,302.366253714,89.9865188598633,2963.68701171875
C19-RO02b,23,010100002031BF0D0008B4BB7D47A453C055EB89CB6979D3BF,-78.5668634732284,-0.304285477417286,11168.510627526,1655.733397995,0,tertiary,10825.961750079,0,4077.003813429,2,27.722188923,1,27.72237394,0,661.68350974,0,153.342577838,1565.959214356,0,803.110059322,2,4.149501728,0,1231.871364877,0,171.902142728,0,1715.870219027,853.823840088,0,617.27842127,res.bajo consumo,0,192.096645817,89.9809341430664,2979.98901367188
C19-RO03,24,010100002031BF0D00018E775A47A453C0DD64121B727AD3BF,-78.5668550651099,-0.304348493993144,11173.876421816,1660.789495211,0,tertiary,10831.271269466,0,4072.523792107,2,20.652959394,1,20.653144411,0,664.952600693,0,156.395884635,1569.789887021,0,810.150414085,2,2.98092589,0,1235.967256275,0,176.588292824,0,1722.237470668,852.589308626,0,623.7645054,res.bajo consumo,0,187.807227977,89.9809341430664,2979.98901367188
C23-RO01,25,010100002031BF0D00C1EAEF8645A453C09646E1D3D45CD2BF,-78.566743597311,-0.286915976442381,9598.724610103,1151.429698884,0,residential,9273.20213862,0,2949.273441715,0,92.491123502,0,161.819213986,0,274.701434795,0,191.808009386,1421.648723329,0,1038.525158212,0,251.693719307,0,1072.25384967,0.0590678238217141,29.770325207,0,603.305738781,419.742273991,0,910.5145619,res.bajo consumo,0,168.303236372,89.9782485961914,2934.37890625
C23-RO05,26,010100002031BF0D0064047A3C45A453C005A70A89F161D2BF,-78.5667258445333,-0.287227996663759,9624.366677813,1131.848467253,0,residential,9298.416615836,0,2975.197158301,0,74.396521789,0,128.235452794,0,285.400278098,0,174.350327833,1402.01894455,0,1008.041275812,0,269.092934853,0,1053.647432212,0.0633574643658206,37.202264517,0,584.986219015,421.461855816,0,906.139092386,res.bajo consumo,0,160.954239892,89.9858016967773,2935.00610351562
R19-RO01b,27,010100002031BF0D00BFFCB1AF41A453C02024D9B4E841D3BF,-78.5665091741712,-0.30089776669462,10832.598786959,1344.685396876,0,tertiary,10492.280962229,0,4255.50063044,0,56.031523144,0,71.349331062,0,503.463466071,0,203.448342412,1318.509073978,0,460.918055446,0,70.83311307,0,978.963612759,0,82.33936886,0,1348.105895966,844.997109898,0,252.966949457,res.bajo consumo,0,219.442941885,89.9840774536133,2960.0009765625
C19-RO03,28,010100002031BF0D00ABAA0EA441A453C0F92EE637D441D3BF,-78.5665063994626,-0.300892881955164,10831.975913856,1344.083548456,0,tertiary,10491.658760359,0,4255.57424251,0,55.406863761,0,71.973996386,0,503.153470635,0,204.071458809,1317.976792114,0,460.584888728,0,70.210358213,0,978.43553689,0,82.883699107,0,1347.487284514,844.588027233,0,252.342474839,res.bajo consumo,0,218.821401152,89.9840774536133,2960.0009765625
C19-RO02b,29,010100002031BF0D00BEE12D1D41A453C0741FA7C5E640D3BF,-78.5664742420258,-0.30083627035173,10824.757151899,1337.109963812,0,tertiary,10484.447783987,0,4255.290976509,1,48.167404235,0,79.213549391,0,499.603732851,0,211.293724699,1311.813864999,0,456.768255388,0,62.995717859,0,972.323765179,0,89.268989244,0,1340.318307786,839.866329494,0,245.105209614,res.bajo consumo,0,211.619409863,89.9840774536133,2960.0009765625
C19-RO02,30,010100002031BF0D0056D4147340A453C0DFC1B452BB3FD3BF,-78.5664336875355,-0.300764876144084,10815.653443268,1328.319472574,0,tertiary,10475.353910516,0,4246.187303187,1,39.037627415,0,88.343528537,0,495.241703744,0,220.403513499,1304.057431578,0,452.074384264,0,53.906709868,0,964.638324604,0,97.492003617,0,1331.278434554,833.963178241,0,235.978330492,res.bajo consumo,0,202.540634656,89.9840774536133,2960.0009765625
C23-RO03,31,010100002031BF0D000A9EB7303FA453C0B8A5713B0C5BD2BF,-78.5663568299425,-0.286807115603178,9562.169179673,1121.716521318,0,residential,9236.187571155,0,2913.041939762,0,75.128605822,0,182.426795148,0,230.058406588,0,164.76022864,1391.817901282,0,1027.28635204,0,208.672547736,0,1041.497724681,0.408673010954723,2.224536739,0,572.990018908,376.155145536,0,868.889136597,res.bajo consumo,0,123.870021431,89.9828033447266,2933.48364257812
C23-RO02,32,010100002031BF0D0055351B573CA453C026E73C300558D2BF,-78.5661828771311,-0.286622330767943,9534.024697445,1117.244382269,0,residential,9208.010552376,0,2884.933752634,0,90.054319972,0,174.808248433,0,205.716417656,0,167.018492504,1387.099336423,0,1036.188042245,0,181.390797972,0,1036.187614836,0.489122421102428,0.524750744,0,568.7198586,356.547293992,0,852.139694125,res.bajo consumo,0,98.765751884,89.9880981445312,2932.314453125
C23-RO05,33,010100002031BF0D001015E0593BA453C0F2545530F856D2BF,-78.5661225021652,-0.286558196259036,9524.256506884,1115.854855569,0,residential,9198.231026222,0,2875.178563925,0,96.632281082,0,173.163577554,0,197.509224362,0,168.900949808,1385.592232264,0,1039.438894047,0,171.992661312,0,1034.518185344,0.493574454097103,0,0,567.558357219,350.017039395,0,846.468805962,res.bajo consumo,0,90.482779698,89.9880981445312,2932.314453125
R19-RO01b,34,010100002031BF0D004DEB796B3AA453C0789153300835D3BF,-78.5660656633965,-0.300111815637386,10732.564241364,1248.373382607,0,tertiary,10392.359101467,0,4163.057952542,5,3.283071816,0,82.75487165,0,462.172300527,0,303.614941123,1234.272672519,0,415.826917208,1,30.186797957,0,895.894175235,0,138.011891652,0,1248.766319338,783.17174971,0,152.683207842,res.bajo consumo,0,120.06752498,89.9784393310547,2958.00390625
C19-RO03,35,010100002031BF0D007A2AB55F3AA453C07D742EEDF234D3BF,-78.5660628575514,-0.300106746313595,10731.922449286,1247.758650887,0,tertiary,10391.718110244,0,4162.415109708,5,3.927259267,0,82.11060654,0,461.970732403,0,304.258146579,1233.742633423,0,415.59493931,1,30.820261674,0,895.375406694,0,138.235024816,0,1248.128290934,782.804944204,0,152.039895299,res.bajo consumo,0,119.435779357,89.9784393310547,2958.00390625
C23-RO01,36,010100002031BF0D0085D8DDFF39A453C0D1CD56A28855D2BF,-78.5660400072539,-0.286470564398056,9510.909571043,1114.092645932,0,residential,9184.868565756,0,2861.849737723,0,106.423186301,0,171.795844424,0,186.542861773,0,172.341891871,1383.642393656,0,1044.012967568,0,159.228465961,0,1032.382979838,0.469431064841692,0,0,566.241401166,341.346701169,0,838.843145308,res.bajo consumo,0,79.721058854,89.9880981445312,2932.314453125
C19-RO02b,37,010100002031BF0D00A90079DB39A453C01FA26F040434D3BF,-78.5660313302675,-0.300049785930726,10724.711108946,1240.853408158,0,tertiary,10384.515776019,0,4155.191972686,4,11.166156702,0,74.87145895,0,459.761847197,0,311.485689726,1227.794471874,0,413.048499845,1,37.963044347,0,889.557653593,0,140.920525507,0,1240.959663015,778.708177931,0,144.812032863,res.bajo consumo,0,112.347079588,89.9784393310547,2958.00390625
C19-RO02,38,010100002031BF0D007CCEC23439A453C093C2AFD1D632D3BF,-78.5659915831001,-0.299977974674257,10715.619660808,1232.153273306,0,tertiary,10375.435701674,0,4146.085678381,4,20.292663364,0,65.744902859,0,457.125240447,0,320.598365355,1220.31537013,0,409.997789104,1,47.010149133,0,882.253057677,0,144.751810335,0,1231.923185435,773.608913217,0,135.701417326,res.bajo consumo,0,103.439896974,89.9784393310547,2958.00390625
C23-RO03,39,010100002031BF0D00DC52C60635A453C0A77621035750D2BF,-78.565736478496,-0.286153557832089,9462.270404469,1108.599950784,0,residential,9136.164898767,0,2813.287514185,0,80.071295415,0,175.175039273,0,149.612779647,0,188.756971472,1377.19963076,0,1061.574153696,0,113.712369436,0,1025.627999487,0.202844600198056,11.544487444,0,563.695662831,312.211282406,0,811.945804177,res.bajo consumo,0,51.663468327,89.9819107055664,2930.0126953125
R19-RO01b,40,010100002031BF0D0050DA2C2C33A453C0B9C274002528D3BF,-78.5656233251586,-0.299325228162199,10632.549915223,1152.799234455,0,tertiary,10292.461815667,0,4062.98784433,1,27.93206009,1,17.597349876,0,440.454904585,0,403.863698591,1152.710472073,0,391.66678098,1,33.300986737,0,816.811651191,0,196.154430222,0,1149.580662446,730.086896434,0,52.667230289,res.bajo consumo,1,28.695543496,89.9824981689453,2956.43701171875
C19-RO03,41,010100002031BF0D00982E921F33A453C0F68E325D0F28D3BF,-78.5656203200873,-0.299320069325617,10631.887520225,1152.166516676,0,tertiary,10291.80006901,0,4062.326682737,1,27.268259211,1,18.261181656,0,440.373787673,0,404.527386228,1152.174736119,0,391.597626849,1,33.516918569,0,816.297584717,0,196.645658895,0,1148.926814857,729.759974811,0,52.008449109,res.bajo consumo,1,28.28620288,89.9824981689453,2956.43701171875
C19-RO02b,42,010100002031BF0D00DABD229632A453C0043C6D6D2327D3BF,-78.565587552955,-0.299263817655572,10624.664813524,1145.269685087,0,tertiary,10284.584437554,0,4055.117470367,1,20.030472372,1,25.499667799,0,439.553397501,0,411.764236119,1146.341802411,0,390.915953997,1,36.577474213,0,810.706357547,0,202.066045272,0,1141.798046773,726.225073515,1,44.834863325,res.bajo consumo,1,24.555647248,89.9824981689453,2956.43701171875
C19-RO02,43,010100002031BF0D001F43ECE831A453C0E5813D12FA25D3BF,-78.5655462558029,-0.299192922413594,10615.561905237,1136.583509747,0,tertiary,10275.490461546,0,4046.03168828,1,10.910273788,1,34.622628189,0,438.687421492,0,420.885091606,1139.013404833,0,390.24642831,1,41.923221455,0,803.69706997,0,209.05437152,0,1132.815486535,721.848700606,1,35.831163138,res.bajo consumo,1,22.445574445,89.9854431152344,2955.00512695312
C23-RO02,44,010100002031BF0D008B600E6831A453C001C3009F484ED2BF,-78.5655155315782,-0.286028056408256,9435.958470057,1098.393708113,0,residential,9109.669213032,0,2787.181190591,0,57.615787092,0,175.163384048,0,125.925819331,0,187.426671781,1366.302899619,0,1062.176494182,0,85.875819862,0,1014.80430142,0.0602352083044121,36.884083932,0,556.014011383,291.205858486,0,790.949620299,res.bajo consumo,1,43.998241491,89.9865341186523,2929.96484375
C23-RO05,45,010100002031BF0D00A589A22730A453C019F5DC9D924DD2BF,-78.5654391371996,-0.285984663165281,9426.86349905,1095.012304211,0,residential,9100.510554111,0,2778.164475327,0,51.20564732,0,176.216536557,0,118.203744147,0,187.955301034,1362.651292431,0,1052.775390703,0,76.322612506,0,1011.218642789,0.012728823280371,45.905831129,0,553.668764178,284.23549068,0,783.796121595,res.bajo consumo,1,45.318644454,89.9865341186523,2929.96484375
C23-RO01,46,010100002031BF0D0033FA05C22EA453C07D0B8FDB2C4CD2BF,-78.5653538759587,-0.285899366772519,9413.526975435,1094.019341036,0,residential,9087.150559019,0,2764.862219268,3,41.279918143,0,181.91429645,0,110.978175417,0,192.954799728,1361.234693929,0,1039.365471252,0,64.818867878,0,1009.937367305,0,59.211997588,0,554.302219677,277.893893495,0,776.89003104,res.bajo consumo,0,53.193347138,89.9865341186523,2929.96484375
R19-RO01b,47,010100002031BF0D00E41294D92BA453C0844023D74C1BD3BF,-78.5651763864549,-0.298541269393361,10532.497417393,1057.909373594,0,tertiary,10192.520927897,0,3962.981020333,1,46.294910215,0,117.937979121,0,440.477305178,0,504.165286498,1073.955683793,0,393.052522407,0,77.785157104,0,742.468315475,0,273.589293697,0,1050.721332994,687.082026329,1,48.635521598,res.bajo consumo,0,71.229897042,89.9803237915039,2954.97973632812
C19-RO03,48,010100002031BF0D00D832AACC2BA453C063690E87361BD3BF,-78.5651733076187,-0.298535949602998,10531.815634289,1057.265017942,0,tertiary,10191.83985327,0,3962.300295568,1,45.611607458,0,118.621432227,0,440.551413634,0,504.848616894,1073.428778425,0,393.154162807,0,77.109395274,0,741.97981849,0,272.905838511,0,1050.049759449,686.826019784,1,49.311423614,res.bajo consumo,0,70.549344524,89.9803237915039,2954.97973632812
C19-RO02b,49,010100002031BF0D00D2CCE6432BA453C0DED558384A1AD3BF,-78.5651407007129,-0.298479609514599,10524.595114892,1050.443900249,0,tertiary,10184.626843369,0,3955.091029205,2,38.375319262,0,125.859654423,0,441.400463894,0,512.085557316,1067.859393962,0,394.301710314,0,69.961809114,0,736.825345905,0,265.667597325,0,1042.938300368,684.150768542,0,56.48083395,res.bajo consumo,0,63.3456841,89.9847640991211,2953.49560546875
C19-RO02,50,010100002031BF0D0050DEE49C2AA453C063DF4E831D19D3BF,-78.5651008830112,-0.298407915335238,10515.511243122,1041.914383684,0,tertiary,10175.554624059,0,3945.995687098,2,29.256696955,0,134.977779481,0,442.795640313,0,521.198512862,1060.976628537,0,395.772525404,0,60.958486981,0,730.497525934,0,256.550504384,0,1033.952574955,681.026327033,0,65.551271698,res.bajo consumo,0,54.304448035,89.9847640991211,2953.49560546875
C23-RO03,51,010100002031BF0D00AF937ABA29A453C0BF7D71253447D2BF,-78.5650469014206,-0.285595928731677,9365.828724287,1091.520797524,0,tertiary,9039.36253052,0,2717.30046522,3,0.893536583,0,207.965449984,0,96.339211869,0,216.546889245,1356.951473187,0,991.374938412,2,35.224220421,0,1006.515352991,0,76.749118551,0,558.919777551,259.367460285,0,753.35624672,res.bajo consumo,0,92.359666442,89.9903564453125,2927.48559570312
C23-RO02,52,010100002031BF0D000143BE0D26A453C099C2BAEA2B49D2BF,-78.5648226125741,-0.285716037014063,9360.584468777,1064.277405547,0,tertiary,9033.609449604,0,2712.829587019,2,29.175764646,0,193.476915497,0,69.010536015,0,200.501264231,1329.407104584,0,983.792326507,2,8.400120835,0,979.143428569,0,90.679880097,0,533.444061928,231.079651743,0,725.569355185,res.bajo consumo,0,92.606574678,89.9903564453125,2927.48559570312
C23-RO05,53,010100002031BF0D003541B6C924A453C0C3771F70D949D2BF,-78.5647453574973,-0.285757407660523,9358.79723431,1054.906329281,0,tertiary,9031.647502129,0,2711.356258968,1,38.920176807,0,189.21033224,0,59.804778245,0,195.618080201,1319.926903372,0,981.355822728,2,5.2005742,0,969.727524875,0,96.937391382,0,524.735871652,221.336223237,0,716.007442117,res.bajo consumo,0,94.669627296,89.9888153076172,2927.43359375
R19-RO01b,54,010100002031BF0D009D84DDA824A453C057F7BE88610ED3BF,-78.564737526251,-0.297752746144274,10432.534125509,964.512856849,0,tertiary,10092.685700358,0,3862.908033247,3,10.672368359,0,162.270192261,0,463.767614782,0,604.455440395,999.793333623,0,418.225059199,2,25.422710206,0,675.690302434,0,173.268426659,0,951.972890155,657.718880053,0,148.690230364,res.bajo consumo,1,30.526184661,89.9777679443359,2951.75073242188
C19-RO03,55,010100002031BF0D00319EAE9B24A453C026060E864A0ED3BF,-78.5647343831304,-0.297747260010598,10431.833060282,963.86012021,0,tertiary,10091.985423394,0,3862.207636426,3,11.3749337,0,161.567169186,0,463.99499783,0,605.158384116,999.28380345,0,418.489075039,2,26.070466463,0,675.24495286,0,172.56544703,0,951.283880779,657.554054187,0,149.392194135,res.bajo consumo,1,31.20469024,89.9777679443359,2951.75073242188
C19-RO02b,56,010100002031BF0D003991F61324A453C09B7457A25D0DD3BF,-78.5647020252117,-0.297690781151525,10424.615722692,957.144445837,0,tertiary,10084.776207709,0,3854.99722063,3,18.60987508,0,154.329676515,0,466.391043983,0,612.395090762,994.05199754,0,421.26567626,3,32.87139364,0,670.685806097,0,165.328422035,0,944.191844488,654.182474823,0,156.619366161,res.bajo consumo,1,38.241391615,89.9777679443359,2951.75073242188
C19-RO02,57,010100002031BF0D009AB0056923A453C0F08F4844330CD3BF,-78.5646612697186,-0.297619644816449,10415.525371551,948.696837924,0,tertiary,10075.696104188,0,3845.915693702,3,27.724580692,0,145.213946218,0,469.550293218,0,621.50991515,987.498471246,0,424.912505601,3,29.908320327,0,665.011083011,0,156.213339135,0,935.262451084,648.799126261,0,165.723467492,res.bajo consumo,1,47.190915533,89.9777679443359,2951.75073242188
C23-RO01,58,010100002031BF0D00687CE10823A453C0898D4ECAC94AD2BF,-78.5646383478175,-0.285814712109833,9356.337851641,1041.937322299,0,tertiary,9028.946583769,0,2709.372052984,0,51.38257214,0,183.990859954,1,47.410489626,0,189.475115954,1306.801848234,0,978.131253312,2,16.274581684,0,956.695979418,0,106.474198071,0,512.735353519,207.840299555,0,702.771066651,res.bajo consumo,0,99.051576389,89.9888153076172,2927.43359375
R19-RO01b,59,010100002031BF0D00AEA78C651DA453C04A0DDF8A8001D3BF,-78.5642942308029,-0.296966682068348,10332.527515821,872.420985201,0,tertiary,9992.802198248,0,3762.891781166,1,18.906791248,0,61.923880282,0,505.753399398,0,633.642412536,930.130692439,0,356.004047716,0,60.35806862,0,617.574282517,0,72.975207397,0,853.71350809,602.153480607,0,248.965355828,res.bajo consumo,0,122.509839712,89.9649047851562,2950.00317382812
C19-RO03,60,010100002031BF0D00DE4D41581DA453C0B1E8DDBE6801D3BF,-78.5642910611855,-0.296961008447066,10331.8075884,871.765613505,0,tertiary,9992.083207161,0,3762.171345278,1,18.184141607,0,61.201232961,0,506.117796959,0,633.582039029,929.651538653,0,355.325710285,0,61.055034682,0,617.197560297,0,72.253643198,0,853.007039252,601.755571668,0,249.687775776,res.bajo consumo,0,121.896138382,89.9649047851562,2950.00317382812
C23-RO03,61,010100002031BF0D000B06AE161DA453C01EF91BC0C94ED2BF,-78.5642754268121,-0.286058843237599,9352.479103229,994.14462505,0,tertiary,9024.210096677,0,2707.641200372,1,6.041041667,0,159.634370408,1,17.224772873,0,169.605632195,1258.633947424,0,972.826917784,0,63.948419289,0,908.755011397,0,124.985400201,0,467.935556753,159.63446087,0,656.456273381,res.bajo consumo,0,122.397181369,89.9902801513672,2928.25927734375
