guid,geom,x,y,is_experience,image_name,route_id,dist_center,dist_bike_parking,n_bike_parking,highway_class,dist_est_biciq,n_est_biciq,dist_ciclovia,n_intersect,dist_intersect,n_busstops,dist_busstop,n_accidents,dist_accident,n_deadly_accidents,dist_deadly_accident,dist_brt_corr,n_zebra_crossings,dist_zebra_crossings,n_speedbumps,dist_speedbumps,n_traffic_signals,dist_traffic_signals,frac_green_areas,dist_green_area,n_parking,dist_parking,dist_oneway,n_shopss,dist_shop,land_use,n_education,dist_education,slope,elevation,pos_neg,tags
1,0101000020E6100000CE06ED4E55A453C0F03DB540C153D2BF,-78.5677068056786,-0.286361993018516,f,,C23-RO02,9619.586174653,1274.925370031,0,unclassified,9296.291220477,0,2970.726365388,0,147.708802792,0,234.710532125,0,369.36783486,0,263.787239044,1545.145873026,0,1148.519124859,0,331.459074805,0,1195.807784655,0,151.529352789,0,726.859607174,527.076946275,0,1023.95213555,res.bajo consumo,0,264.383643498,89.9867706298828,2938.2314453125,,
2,0101000020E6100000A53B628B53A453C06D636CF62258D2BF,-78.5675991496378,-0.286629429481357,f,,C23-RO01,9634.718853559,1249.300465964,0,residential,9310.899832291,0,2985.412918067,0,161.126933492,0,202.682115237,0,360.493718403,0,233.321181333,1519.497105415,0,1117.245424243,0,326.974469302,0,1170.772948127,0,129.685367124,0,701.916749638,514.00777492,0,1008.357499174,res.bajo consumo,0,253.962215442,89.9867706298828,2938.2314453125,,
3,0101000020E6100000552A014450A453C0F2AA0F1BE87ED3BF,-78.5673990260487,-0.30462076800056,f,,C19-RO02,11232.267697643,1721.455472377,0,tertiary,10890.07293321,0,4108.491039358,2,15.742193994,0,63.972056108,0,731.864472798,0,119.46736293,1635.520746268,0,828.927869883,0,65.092499748,0,1300.946268073,0,233.789524378,0,1770.458299705,912.436467696,0,671.150445189,res.bajo consumo,0,232.892297309,89.9817428588867,2980.20703125,,
4,0101000020E610000066A16E3E4CA453C09420906D5559D2BF,-78.5671535568596,-0.286702496523966,f,,C23-RO03,9609.326994815,1202.689714723,0,residential,9284.718077852,0,2959.700323167,0,139.152652332,0,183.958985035,0,313.004203273,0,228.291756023,1472.910222569,0,1082.900278419,0,282.691904334,0,1123.606246013,0,80.038782956,0,654.65725067,464.453639842,0,958.21741863,res.bajo consumo,0,206.061903775,89.9897918701172,2935.38818359375,,
5,0101000020E61000006B66543A4BA453C02F52213CC85AD3BF,-78.5670915436,-0.302415903778896,f,,C19-RO02,11008.873234242,1511.484442698,0,tertiary,10668.022446402,0,4211.175603807,0,108.75597837,0,110.84122552,0,593.228380464,1,47.968396143,1461.341888869,0,595.154052304,0,153.610913056,0,1121.906215883,0.0387786357691937,41.104104315,0,1528.899870311,894.403404859,0,432.152376078,res.bajo consumo,0,326.276218272,89.992546081543,2969.43432617188,,
6,0101000020E6100000DD00F87E49A453C025DAD5FE6769D3BF,-78.5669858381184,-0.303308485853821,f,,C19-RO02,11085.076095451,1578.757232515,0,tertiary,10743.405418651,0,4146.637529696,2,42.468804616,0,137.207049518,0,618.372086167,0,115.35444731,1508.852641197,0,694.243308244,0,113.613717901,0,1171.3038471,0,80.989061798,0,1617.597981232,875.262509554,0,518.35831798,res.bajo consumo,0,273.191180194,89.9882431030273,2973.14892578125,,
7,0101000020E6100000EC06D46D48A453C08633DA4F005BD2BF,-78.5669207163407,-0.286804273587045,f,,C23-RO02,9601.599851731,1174.713018505,0,residential,9276.496485544,0,2951.994312818,0,115.685686597,0,171.999943959,0,290.214274184,0,215.09041016,1444.931897886,0,1059.453599288,0,263.369645274,0,1095.519052328,0,51.857816405,0,626.572305239,438.801226228,0,931.289088723,res.bajo consumo,0,183.233632194,89.9897918701172,2935.38818359375,,
8,0101000020E6100000B29560B547A453C0B32FFDD41478D3BF,-78.5668767398081,-0.304204185483054,f,,C19-RO02,11161.738318436,1649.394978886,0,tertiary,10819.26494178,0,4083.022442275,2,36.878110651,1,36.878294756,0,657.777275181,0,149.543636857,1561.257096182,0,793.968837903,2,13.280318948,0,1226.825930747,0,166.293785005,0,1707.749232567,855.768699997,0,609.00610989,res.bajo consumo,0,198.092439178,89.9908142089844,2977.63818359375,,
9,0101000020E61000008681419847A453C042285099AB4CD3BF,-78.5668697967249,-0.301554584235991,f,,C19-RO02,10915.580409975,1424.823597587,0,tertiary,10575.158286173,0,4245.29508152,2,12.051792633,1,12.051792633,0,548.663965103,0,120.639372445,1389.588606538,0,511.199555479,0,117.754711529,0,1049.741783225,0.037938947371124,39.561274132,0,1430.813477203,878.364230728,0,336.236967798,res.bajo consumo,0,302.366253715,89.9865188598633,2963.68701171875,,
10,0101000020E6100000C1EAEF8645A453C09646E1D3D45CD2BF,-78.566743597311,-0.286915976442381,f,,C23-RO01,9598.724610103,1151.429698882,0,residential,9273.202138619,0,2949.273441713,0,92.4911235,0,161.819213987,0,274.701434792,0,191.808009384,1421.648723327,0,1038.525158211,0,251.693719304,0,1072.253849668,0.0590678238217141,29.770325204,0,603.305738779,419.742273988,0,910.514561898,res.bajo consumo,0,168.303236369,89.9782485961914,2934.37890625,,
11,0101000020E610000056D4147340A453C0DFC1B452BB3FD3BF,-78.5664336875355,-0.300764876144084,f,,C19-RO02,10815.653443268,1328.319472578,0,tertiary,10475.353910518,0,4246.187303189,1,39.037627417,0,88.343528535,0,495.241703748,0,220.403513497,1304.057431582,0,452.074384262,0,53.90670987,0,964.638324608,0,97.492003616,0,1331.278434556,833.963178245,0,235.978330494,res.bajo consumo,0,202.540634658,89.9840774536133,2960.0009765625,,
12,0101000020E61000000A9EB7303FA453C0B8A5713B0C5BD2BF,-78.5663568299425,-0.286807115603178,f,,C23-RO03,9562.169179673,1121.716521319,0,residential,9236.187571156,0,2913.041939762,0,75.128605822,0,182.42679515,0,230.058406589,0,164.760228641,1391.817901284,0,1027.28635204,0,208.672547737,0,1041.497724682,0.408673010954723,2.224536741,0,572.990018909,376.155145537,0,868.889136598,res.bajo consumo,0,123.870021432,89.9828033447266,2933.48364257812,,
13,0101000020E610000055351B573CA453C026E73C300558D2BF,-78.5661828771311,-0.286622330767943,f,,C23-RO02,9534.024697445,1117.24438227,0,residential,9208.010552377,0,2884.933752634,0,90.054319972,0,174.808248435,0,205.716417658,0,167.018492504,1387.099336424,0,1036.188042245,0,181.390797974,0,1036.187614837,0.489122421102428,0.524750744,0,568.719858601,356.547293993,0,852.139694127,res.bajo consumo,0,98.765751886,89.9880981445312,2932.314453125,,
14,0101000020E610000085D8DDFF39A453C0D1CD56A28855D2BF,-78.5660400072539,-0.286470564398056,f,,C23-RO01,9510.909571043,1114.092645932,0,residential,9184.868565756,0,2861.849737723,0,106.423186301,0,171.795844424,0,186.542861773,0,172.341891871,1383.642393656,0,1044.012967568,0,159.228465961,0,1032.382979838,0.469431064841692,0,0,566.241401166,341.346701169,0,838.843145308,res.bajo consumo,0,79.721058854,89.9880981445312,2932.314453125,,
15,0101000020E61000007CCEC23439A453C093C2AFD1D632D3BF,-78.5659915831001,-0.299977974674257,f,,C19-RO02,10715.619660808,1232.153273309,0,tertiary,10375.435701676,0,4146.085678383,4,20.292663363,0,65.744902861,0,457.12524045,0,320.598365354,1220.315370133,0,409.997789102,1,47.010149131,0,882.253057679,0,144.751810337,0,1231.923185437,773.60891322,0,135.701417328,res.bajo consumo,0,103.439896976,89.9784393310547,2958.00390625,,
16,0101000020E6100000DC52C60635A453C0A77621035750D2BF,-78.565736478496,-0.286153557832089,f,,C23-RO03,9462.270404469,1108.599950786,0,residential,9136.164898768,0,2813.287514187,0,80.071295416,0,175.175039275,0,149.61277965,0,188.756971474,1377.199630763,0,1061.574153697,0,113.712369438,0,1025.62799949,0.202844600198056,11.544487442,0,563.695662833,312.211282409,0,811.94580418,res.bajo consumo,0,51.66346833,89.9819107055664,2930.0126953125,,
17,0101000020E61000001F43ECE831A453C0E5813D12FA25D3BF,-78.5655462558029,-0.299192922413594,f,,C19-RO02,10615.561905237,1136.583509748,0,tertiary,10275.490461547,0,4046.031688281,1,10.910273789,1,34.622628189,0,438.687421494,0,420.885091605,1139.013404834,0,390.246428309,1,41.923221453,0,803.697069971,0,209.05437152,0,1132.815486536,721.848700607,1,35.831163138,res.bajo consumo,1,22.445574446,89.9854431152344,2955.00512695312,,
18,0101000020E61000008B600E6831A453C001C3009F484ED2BF,-78.5655155315782,-0.286028056408256,f,,C23-RO02,9435.958470057,1098.393708114,0,residential,9109.669213033,0,2787.181190592,0,57.615787092,0,175.163384049,0,125.925819333,0,187.426671781,1366.302899621,0,1062.176494183,0,85.875819863,0,1014.804301421,0.0602352083044121,36.884083931,0,556.014011384,291.205858487,0,790.9496203,res.bajo consumo,1,43.998241492,89.9865341186523,2929.96484375,,
19,0101000020E610000033FA05C22EA453C07D0B8FDB2C4CD2BF,-78.5653538759587,-0.285899366772519,f,,C23-RO01,9413.526975435,1094.019341033,0,residential,9087.150559016,0,2764.862219265,3,41.279918141,0,181.914296449,0,110.978175413,0,192.954799726,1361.234693926,0,1039.365471249,0,64.818867873,0,1009.937367302,0,59.211997591,0,554.302219674,277.893893491,0,776.890031036,res.bajo consumo,0,53.193347138,89.9865341186523,2929.96484375,,
20,0101000020E610000050DEE49C2AA453C063DF4E831D19D3BF,-78.5651008830112,-0.298407915335238,f,,C19-RO02,10515.511243122,1041.91438368,0,tertiary,10175.554624057,0,3945.995687096,2,29.256696953,0,134.977779483,0,442.79564031,0,521.198512864,1060.976628533,0,395.772525408,0,60.958486979,0,730.49752593,0,256.550504382,0,1033.952574954,681.026327029,0,65.5512717,res.bajo consumo,0,54.304448033,89.9847640991211,2953.49560546875,,
21,0101000020E6100000AF937ABA29A453C0BF7D71253447D2BF,-78.5650469014206,-0.285595928731677,f,,C23-RO03,9365.828724287,1091.520797523,0,tertiary,9039.362530519,0,2717.300465219,3,0.893536585,0,207.965449983,0,96.339211868,0,216.546889245,1356.951473185,0,991.374938411,2,35.224220419,0,1006.51535299,0,76.749118551,0,558.91977755,259.367460284,0,753.356246719,res.bajo consumo,0,92.359666442,89.9903564453125,2927.48559570312,,
22,0101000020E61000000143BE0D26A453C099C2BAEA2B49D2BF,-78.5648226125741,-0.285716037014063,f,,C23-RO02,9360.584468777,1064.277405544,0,tertiary,9033.609449601,0,2712.829587016,2,29.17576465,0,193.476915497,0,69.010536013,0,200.501264231,1329.407104581,0,983.792326504,2,8.400120831,0,979.143428566,0,90.679880098,0,533.444061926,231.07965174,0,725.569355181,res.bajo consumo,0,92.60657468,89.9903564453125,2927.48559570312,,
23,0101000020E61000009AB0056923A453C0F08F4844330CD3BF,-78.5646612697186,-0.297619644816449,f,,C19-RO02,10415.525371551,948.696837927,0,tertiary,10075.69610419,0,3845.915693703,3,27.72458069,0,145.21394622,0,469.550293221,0,621.509915148,987.49847125,0,424.912505597,3,29.908320331,0,665.011083015,0,156.213339137,0,935.262451085,648.799126265,0,165.72346749,res.bajo consumo,1,47.190915531,89.9777679443359,2951.75073242188,,
24,0101000020E6100000687CE10823A453C0898D4ECAC94AD2BF,-78.5646383478175,-0.285814712109833,f,,C23-RO01,9356.337851641,1041.937322303,0,tertiary,9028.946583773,0,2709.372052987,0,51.382572138,0,183.990859953,1,47.41048963,0,189.475115954,1306.801848239,0,978.131253316,2,16.274581678,0,956.695979422,0,106.474198069,0,512.735353522,207.84029956,0,702.771066656,res.bajo consumo,0,99.051576385,89.9888153076172,2927.43359375,,
25,0101000020E61000000B06AE161DA453C01EF91BC0C94ED2BF,-78.5642754268121,-0.286058843237599,f,,C23-RO03,9352.479103229,994.14462505,0,tertiary,9024.210096677,0,2707.641200372,1,6.041041667,0,159.634370408,1,17.224772873,0,169.605632195,1258.633947424,0,972.826917784,0,63.948419289,0,908.755011397,0,124.985400201,0,467.935556753,159.63446087,0,656.456273381,res.bajo consumo,0,122.397181369,89.9902801513672,2928.25927734375,,
26,0101000020E610000029B3772B1CA453C0753DD9554EFFD2BF,-78.5642193478531,-0.296832641445654,f,,C19-RO02,10315.519164731,856.966590489,0,tertiary,9975.816007745,0,3745.871543565,1,1.83406408,1,44.851190679,0,514.564688528,0,632.435259837,918.895689943,0,340.026967515,0,76.950793923,0,608.841096865,0,55.935577117,0,837.030401055,592.75278906,0,266.033029002,res.bajo consumo,0,108.370661725,89.9649047851562,2950.00317382812,,
27,0101000020E6100000D5A0858019A453C0945F768BE950D2BF,-78.5640565209354,-0.286188493913408,f,,C23-RO02,9348.733909649,966.747697465,0,tertiary,9019.96141707,0,2705.412684643,1,22.314604945,0,131.497593087,1,37.307348162,0,165.300265396,1230.91424661,0,969.23052622,1,40.409805835,0,881.240902552,0,139.694582366,0,442.994199201,131.497684395,0,629.188499118,res.bajo consumo,0,143.056051936,89.9902801513672,2928.25927734375,,
28,0101000020E6100000EA33448116A453C074A6BE439452D2BF,-78.563873592953,-0.286290231854401,f,,C23-RO01,9345.09022906,944.419140206,0,tertiary,9015.907175728,0,2703.169852096,1,45.588924574,0,108.331205203,0,59.271924956,0,165.971817766,1208.267060428,0,966.253911183,1,26.428044311,0,858.803952755,0,155.107644521,0,423.119446001,108.331297261,0,606.655167431,res.bajo consumo,0,162.138794302,89.9902114868164,2928.24194335938,,
29,0101000020E6100000D083740415A453C0F3AF6CE35CF2D2BF,-78.5637828004685,-0.296042654127404,f,,C19-RO02,10215.581706583,767.729294123,0,tertiary,9876.017003762,0,3645.791568871,2,7.220044997,0,55.511172153,0,574.297694889,0,635.108454004,857.137374966,0,249.292755896,0,176.395529841,0,565.687143994,0.425932548140531,4.979763084,0,739.206843024,528.5893071,0,366.382182427,comercial,0,65.424420848,89.9919967651367,2946.857421875,,
30,0101000020E61000005F9739FE0FA453C0E3DEEC218C55D2BF,-78.5634761392989,-0.2864713984777,f,,C23-RO03,9333.86058966,899.29826486,0,tertiary,9003.839935508,0,2695.276592423,0,59.793060458,0,59.793004645,0,107.385799723,0,181.039708887,1162.182544408,0,952.052543466,1,49.340209754,0,813.395547076,0,194.548897561,0,385.2990084,59.793097522,0,558.919232186,res.bajo consumo,0,206.311696551,89.9902420043945,2927.42553710938,,
31,0101000020E6100000F3CF75A90DA453C0EA3FCC9F88E5D2BF,-78.5633338594924,-0.295259624531353,f,,C19-RO02,10115.515949833,680.743639114,0,tertiary,9776.070458622,0,3545.861963492,5,21.693691885,0,98.534905444,0,643.132579344,0,651.842825733,801.839661349,0,168.62186335,0,276.408330069,0,536.466726169,0.316945233411028,5.070377422,0,642.611900863,446.497290478,0,466.71192438,comercial,0,130.976295339,89.990364074707,2939.99609375,,
32,0101000020E61000009724AE1D0CA453C0A148B55B1B57D2BF,-78.563239498197,-0.286566581305246,f,,C23-RO02,9326.170291629,873.649886166,0,tertiary,8995.669374256,0,2689.796296002,2,31.431457892,1,31.431401759,0,135.712047516,0,196.02345433,1135.818307155,0,937.011560701,0,75.454928804,0,787.56525368,0,219.849891571,0,365.307698814,31.431494726,0,530.884290875,res.bajo consumo,0,233.311326066,89.9902420043945,2927.42553710938,,
33,0101000020E6100000421205EE08A453C00251D06F6358D2BF,-78.5630450295949,-0.286644801323988,f,,C23-RO01,9319.910362084,852.701043468,0,tertiary,8989.016339684,0,2685.508513529,2,8.125314886,1,8.125256821,0,158.999681858,0,210.41011022,1114.225962531,0,925.119012372,0,97.856600679,0,766.472245661,0,241.152314902,0,349.746435817,8.125350328,0,507.872709194,res.bajo consumo,0,255.720118888,89.9903335571289,2929.97729492188,,
34,0101000020E610000051B0FB4E06A453C0782472EFB5D8D2BF,-78.5628850419901,-0.294476970514161,f,,C19-RO02,10015.498396244,597.993440681,0,tertiary,9676.174610255,0,3446.00132959,2,41.791799842,1,1.847094298,0,699.236013689,0,569.060634627,755.88971736,0,121.922388294,0,248.916830628,0,525.0986711,0.1116891070663,16.026109505,0,547.418389067,364.475846345,0,567.010621381,comercial,0,192.765845722,89.9900360107422,2937.26220703125,,
35,0101000020E61000006839024002A453C03E775B41A956D2BF,-78.5626373311731,-0.286539377046086,f,,C23-RO03,9283.096906899,832.302314201,0,secondary,8951.702325499,0,2651.587605629,3,35.953251902,1,40.462532385,0,199.459795715,0,256.261402726,1090.670402995,0,917.373263304,0,142.273413617,0,745.603516866,0,286.872108613,0,349.557056301,22.025234059,0,466.662641826,res.bajo consumo,0,261.567817251,89.9908065795898,2927.52392578125,,
36,0101000020E6100000B0AFA24E01A453C05585A53DCBCAD2BF,-78.5625797833188,-0.293627557946896,f,,C19-RO02,9918.38281827,534.782165902,0,tertiary,9579.436545924,0,3345.954774913,0,83.304020155,0,102.205755752,0,697.804781754,0,496.16643824,738.300480791,0,160.373244661,0,170.167136867,0,500.307598378,0.34599421620213,10.172579898,0,448.888916961,273.096262882,0,666.332054801,res.bajo consumo,0,217.844417369,89.9907760620117,2935.45361328125,,
37,0101000020E61000002DD18857FEA353C02FCA4D8D2A55D2BF,-78.5623987995247,-0.286448133461053,f,,C23-RO02,9258.980112953,823.993943674,0,secondary,8927.327342952,0,2629.112691128,1,12.762142601,0,68.859923409,0,223.792250298,0,284.591757369,1080.024586984,0,896.244087966,0,168.996721495,0,737.117172244,0,267.34220078,0,355.610254035,37.575131032,0,444.038365546,res.bajo consumo,0,241.430711393,89.9908065795898,2927.52392578125,,
38,0101000020E6100000A375A861FCA353C0AE770DB3D9BCD2BF,-78.5622791428673,-0.2927765129624,f,,C19-RO02,9821.474820751,484.780981268,0,tertiary,9482.923909621,0,3245.976034825,3,30.231778308,0,74.561645791,0,711.221755326,0,434.82979439,719.317982396,0,238.436533765,0,127.428040993,0,443.444351506,0.308366049160194,9.894134903,0,351.256476993,180.740554495,0,703.520642553,res.bajo consumo,0,254.372521717,89.990592956543,2934.97802734375,,
39,0101000020E61000004925B41EFBA353C0964015D4F653D2BF,-78.5622021445498,-0.28637476645691,f,,C23-RO01,9239.280390613,817.654252637,0,secondary,8907.412186277,0,2610.847570673,1,10.581385068,0,92.197986554,0,244.532982123,0,307.872487031,1071.578530087,0,879.318805781,0,191.373433314,0,730.708627333,0,244.014010923,0,361.996307314,50.516118707,0,425.838249885,res.bajo consumo,0,226.362978279,89.9908142089844,2927.70751953125,,
40,0101000020E6100000B52B297EF7A353C06DDA65DAE4AED2BF,-78.5619807626779,-0.291924680022396,f,,C19-RO02,9724.708240862,452.120723845,0,tertiary,9386.567230076,0,3146.047246118,1,33.056896342,1,25.800793928,0,694.569088286,0,390.273736315,705.916225838,0,328.928291491,0,154.051212078,0,400.529617735,0.22122844895922,9.564545556,0,255.652273381,88.281681617,0,607.900697568,res.bajo consumo,0,300.582286281,89.9898071289062,2935.021484375,,
41,0101000020E61000002C292566F4A353C09D975FD88651D2BF,-78.5617919314288,-0.286225997259288,f,,C23-RO03,9198.622221769,806.043736681,0,secondary,8866.298561032,0,2573.421902934,0,59.100889983,0,140.713540879,0,289.08651926,0,356.26799637,1055.034043244,0,845.434176737,0,238.577870655,0,719.19320028,0,195.509490451,0,379.140600899,71.399639964,0,389.449186741,res.bajo consumo,0,200.580735814,89.9923858642578,2925.00244140625,,
42,0101000020E610000026549050F2A353C07346BAC010A1D2BF,-78.5616647157154,-0.291080654345115,f,,C19-RO02,9627.602651061,438.267429977,0,tertiary,9289.850394889,0,3046.108294094,13,2.678517801,0,84.032207233,0,625.323239445,0,366.251210978,704.507968325,0,423.119758087,0,225.319162524,0,371.697275346,0.478005253108886,6.216736908,0,167.098222243,5.083422118,0,513.425523209,sin dato,0,278.096393482,89.9843368530273,2933.35327148438,,
43,0101000020E610000068908874F0A353C0E9D2BEEA1C50D2BF,-78.5615512212404,-0.28613970684391,f,,C23-RO02,9174.889455528,800.425757635,0,secondary,8842.296732966,0,2551.731877419,1,43.005909517,0,169.144268978,0,315.77410562,0,384.63621358,1046.16286079,0,826.334693089,0,265.807545249,0,713.788979929,0,167.086278653,0,391.546693767,42.985345049,0,369.346307661,res.bajo consumo,0,189.757633538,89.9930419921875,2924.5146484375,,
44,0101000020E61000008D664F37EDA353C0A1DC5C78F14ED2BF,-78.5613535190007,-0.286068313161602,f,,C23-RO01,9155.370662534,796.592302702,0,secondary,8822.557227909,0,2533.96656274,1,19.633473534,0,192.515969774,0,337.908239943,0,407.965491494,1039.448863959,0,811.002740739,0,251.801530231,0,710.22279875,0,143.726775932,0,403.009826477,19.6263356,0,353.719893464,res.bajo consumo,0,183.647572821,89.9930419921875,2924.5146484375,,
45,0101000020E61000002F042707EBA353C013485F19DF96D2BF,-78.5612199669856,-0.290458464410336,f,,C19-RO02,9542.566263663,422.030126138,0,tertiary,9204.809295727,0,2962.588367375,3,15.730197349,1,16.207661857,0,593.772759059,0,344.462987713,692.203461189,0,496.926564709,0,146.246326486,0,345.257831032,0.231121021818096,13.894334432,0,130.167372314,0.480461159,0,428.987891608,sin dato,0,263.560913072,89.9829864501953,2931.82006835938,,
46,0101000020E61000000E518D8DE6A353C075F7447F614CD2BF,-78.5609468345685,-0.285911917006039,f,,C23-RO03,9114.424862006,791.783981721,0,secondary,8781.167567067,0,2496.782986746,1,28.818762787,0,156.102061117,0,383.976631699,0,456.382579509,1028.058982226,0,779.709163332,0,228.630086218,0,706.239798029,0,95.395448096,0,430.654004121,28.818855797,0,325.140873994,res.bajo consumo,0,179.217242929,89.9932174682617,2922.48071289062,,
47,0101000020E6100000F3D259A6E2A353C038BBA188D84AD2BF,-78.5607086064518,-0.285818227223831,f,,C23-RO02,9090.288239445,790.547010018,0,secondary,8756.772714708,0,2474.979371807,0,57.283169318,0,128.727833057,0,411.238289384,0,484.837259627,1022.591180592,0,761.990400904,0,219.114796197,0,705.658119278,0,67.107274525,0,448.707795765,54.889245004,0,310.846637605,res.bajo consumo,0,182.445825349,89.9917678833008,2917.5654296875,,
48,0101000020E6100000E34EDD71DFA353C06221EF8F9249D2BF,-78.5605129872525,-0.285740509567878,f,,C23-RO01,9070.417139675,790.378126681,0,secondary,8736.690124223,0,2457.100290955,2,37.089839863,0,106.61791563,0,433.748972685,0,498.562996502,1018.749494273,0,747.852655647,0,213.907317261,0,706.120921082,0.00615500320838697,44.033956794,0,464.394269402,68.790264206,0,300.681098419,res.bajo consumo,0,188.232668866,89.9917678833008,2917.5654296875,,
49,0101000020E6100000A6847ACBDDA353C07452C0FE789DD2BF,-78.5604122826067,-0.29086136701634,f,,C19-RO02,9528.431594798,321.935068602,0,tertiary,9189.153655688,0,2967.724180262,1,39.107081069,0,116.571171556,0,684.674269932,0,244.118831308,592.154413126,0,475.230425535,0,155.399788082,0,245.025852507,0.316745034709737,12.683721517,0,227.491610997,1.088995237,0,411.839303207,sin dato,0,265.822649224,89.9811325073242,2930.00659179688,,
50,0101000020E6100000A34235BED9A353C08E5858DA1C49D2BF,-78.5601649780388,-0.285712445476187,f,,C23-RO03,9044.991787035,780.160025529,0,residential,8710.761044895,0,2436.418015305,2,11.298242709,0,79.792721929,0,472.557262429,0,463.392608464,1002.427973791,0,735.87485137,0,199.389144242,0,685.651211763,0.104222872817165,5.995718231,0,482.73809191,99.994844667,0,276.874076736,res.bajo consumo,0,212.816156991,89.9892349243164,2916.31518554688,,
51,0101000020E6100000079B8831D8A353C032E60B66094DD2BF,-78.5600704034842,-0.285951947836654,f,,C23-RO02,9060.299511449,751.569501117,0,residential,8725.650393686,0,2455.393783057,3,29.526675832,0,100.230318185,0,480.989409555,0,444.364649812,974.010157385,0,759.921889679,0,170.756594089,0,668.582403398,0.22152032836834,6.450328977,0,463.754397759,122.994740964,0,249.761765385,res.bajo consumo,0,238.777569524,89.9898910522461,2918.17578125,,
52,0101000020E6100000713246E7D6A353C095B3727F3D50D2BF,-78.5599916635054,-0.286147474728574,f,,C23-RO01,9072.744541494,728.177619818,0,residential,8737.754442057,0,2470.947962965,2,6.088504911,0,119.409262029,0,489.180025773,0,429.45789576,950.737650926,0,779.754321069,0,147.319154578,0,645.262044205,0.225984754250621,6.664199283,0,449.102057619,116.099880506,0,227.786749788,res.medio consum,0,260.503721666,89.9898910522461,2918.17578125,,
53,0101000020E6100000811ADD80D4A353C06F541C1BEA56D2BF,-78.5598451766218,-0.286554838633783,f,,C23-RO03,9099.95080012,680.05903367,0,residential,8764.285186526,0,2504.588007611,2,9.615269248,0,163.020600003,0,507.349717181,0,402.947549801,903.23346498,0,821.958265868,0,99.211247724,0,597.233874345,0.155151198345514,9.736392493,0,419.995991411,97.637684471,0,184.647740059,res.medio consum,0,221.315569522,89.9902648925781,2919.63793945312,,
54,0101000020E61000008FBC4FC6D2A353C0B8FF048CC45AD2BF,-78.5597396639516,-0.28679002450735,f,,C23-RO02,9114.383546712,651.560238606,0,residential,8778.30142329,0,2523.238685669,1,38.277943754,0,189.28173516,0,521.891331103,0,387.22431248,874.690549377,0,846.320923811,0,70.572610123,0,568.892538509,0.211355537685285,8.626189304,0,406.312577277,94.689815607,0,159.155942622,res.medio consum,0,195.357600977,89.9906921386719,2920.25073242188,,
55,0101000020E6100000277BFA59D1A353C02380C470EB5DD2BF,-78.5596528001885,-0.286982402920332,f,,C23-RO01,9126.203460359,628.240991869,0,residential,8789.782723044,0,2538.607666642,1,35.336608413,0,211.232842414,0,534.69622221,0,375.440267129,851.318300489,0,866.438100194,1,47.147265747,0,545.718738393,0.328553394530176,7.926325737,0,396.35308012,98.563971012,0,139.171511774,res.medio consum,0,174.760700276,89.9906921386719,2920.25073242188,,
56,0101000020E610000003C0D687D0A353C0C0EAA29B02A4D2BF,-78.5596026990097,-0.291260387409846,f,,C19-RO02,9514.858282937,222.144960933,0,tertiary,9174.093975383,0,2975.759025522,3,17.676534107,0,152.226385477,0,620.25146248,0,143.825243157,492.28679087,0,474.711646933,0,107.314412125,0,144.931137083,0.294671259067078,8.698806879,0,326.595340405,0.140616211,0,418.261468191,sin dato,0,302.909265032,89.9832153320312,2926.83862304688,,
57,0101000020E6100000BEA7C56CCEA353C051BCFDE76064D2BF,-78.5594741754748,-0.287376619867193,f,,C23-RO03,9150.524867827,580.473535342,0,residential,8813.417493387,0,2570.455822493,1,12.788271708,0,257.064992701,0,563.154075124,0,354.868533005,803.407741633,0,875.744845377,1,3.825586497,0,498.301573242,0.336657504198175,6.432574363,0,379.73177268,116.347726571,0,102.85963912,res.medio consum,0,135.526096034,89.9904632568359,2920.0478515625,,
58,0101000020E610000002D86BAACCA353C06FD76E4A3968D2BF,-78.5593668034708,-0.287611315430118,f,,C23-RO02,9165.028314957,552.031937568,0,residential,8827.515830741,0,2589.609962931,2,25.553876585,0,284.730266455,0,581.437919798,0,345.121276799,774.83955403,0,854.722896964,1,30.054283084,0,470.113658801,0.186043792117921,5.437960238,0,372.537624612,105.655932322,0,86.762312738,res.medio consum,0,115.45921427,89.990119934082,2921.61962890625,,
59,0101000020E6100000F77A9639CBA353C06AA2437E5F6BD2BF,-78.5592788667235,-0.287803529076462,f,,C23-RO01,9176.956289178,528.759180433,0,residential,8839.114902466,0,2605.427613091,1,2.078090289,0,307.528953249,0,597.023007875,0,338.744261598,751.449842573,0,837.845488667,0,53.460048012,0,447.076379115,0.0793627156911959,16.982318826,0,368.210391,102.206382299,0,79.086946395,res.medio consum,0,102.14169952,89.990119934082,2921.61962890625,,
60,0101000020E6100000849A4F8EC8A353C0C406D068EE71D2BF,-78.5591159608248,-0.28820381389242,f,,C23-RO03,9203.216185165,480.97296508,0,residential,8864.727381915,0,2639.583875431,1,45.99433006,0,347.862499073,0,628.957722882,0,332.599148468,703.91634714,0,802.908590363,2,38.290998562,0,399.727378193,0,64.093847117,0,361.912828403,113.299899384,0,86.078164658,res.medio consum,0,87.100920706,89.9895553588867,2920.17822265625,,
