guid,geom,x,y,is_experience,image_name,route_id,dist_center,dist_bike_parking,n_bike_parking,highway_class,dist_est_biciq,n_est_biciq,dist_ciclovia,n_intersect,dist_intersect,n_busstops,dist_busstop,n_accidents,dist_accident,n_deadly_accidents,dist_deadly_accident,dist_brt_corr,n_zebra_crossings,dist_zebra_crossings,n_speedbumps,dist_speedbumps,n_traffic_signals,dist_traffic_signals,frac_green_areas,dist_green_area,n_parking,dist_parking,dist_oneway,n_shopss,dist_shop,land_use,n_education,dist_education,slope,elevation,pos_neg,tags
382,0101000020E61000005901228214A253C0672072ADB962D0BF,-78.5325017292102,-0.256025714283629,f,,C23-RO02,4595.28919683,1198.133452913,0,tertiary,4246.051433178,0,7.431510282,3,12.144838326,0,431.194840952,0,675.402534734,0,74.463994238,390.182966467,0,393.780862317,0,51.812909344,0,2279.187496652,0.326408122673349,8.73088054,0,1116.866222354,0.216861747,0,782.599145568,res.bajo consumo,0,87.047617184,89.9765472412109,2824.3818359375,,
383,0101000020E6100000A8DF699513A253C0C3A1A7EEFA2ED1BF,-78.5324452909396,-0.268492444096889,f,,C03-RO04,5838.790600298,2251.990703587,0,tertiary,5477.941986055,0,220.918166184,4,15.658382873,1,41.735878406,0,411.718414235,0,91.810103736,8.825443025,11,34.556969502,0,305.605373536,0,1132.905351142,0.307896015167097,3.398350477,1,45.381251523,0.001212954,0,60.713362456,res.bajo consumo,0,134.923414338,89.9914321899414,2834.86181640625,,
384,0101000020E610000081DF971113A253C07837DE48A560D0BF,-78.5324138625274,-0.255898781929197,f,,C19-RO02,4578.192195341,1181.40744213,0,tertiary,4228.920171997,0,6.142600899,3,5.030611201,0,434.956280266,0,684.365310405,0,88.786928557,387.636934445,0,392.42294412,0,55.497663453,0,2295.960418797,0.322309694498533,9.060564301,0,1133.921900712,0.299687454,0,778.718980123,res.medio consum,0,80.391839269,89.9765472412109,2824.3818359375,,
385,0101000020E610000031F8A81212A253C08D88C9421D31D1BF,-78.532353081712,-0.268622698995508,f,,C05-RO02,5848.193134486,2258.575287834,0,tertiary,5487.15744531,0,225.242148786,4,0.775577488,1,46.232819536,0,421.819111531,0,105.215864722,8.506561016,11,23.413017419,0,313.813962642,0,1131.723554154,0.153576855147836,21.14387484,1,27.694496247,0.072238209,1,43.535503078,industria,0,135.669155912,89.9927215576172,2837.779296875,,
386,0101000020E61000000B6224F911A253C0EBA469624703D0BF,-78.5323469977667,-0.25020012484181,f,,C11-RO01,4034.881049685,882.205208883,0,secondary,3696.07971823,0,580.888151378,3,8.574023288,0,503.316040687,0,697.059076776,0,118.412116472,879.160337447,6,7.773776589,0,443.952492121,0,2893.993896724,0.0208603876483867,32.60385756,0,1613.805878777,0.010086369,0,540.77461034,res.bajo consumo,0,146.105175932,89.9760055541992,2818.5185546875,,
387,0101000020E6100000DA32A25D10A253C04A037F19A754D0BF,-78.5322488864871,-0.255166792772844,f,,C23-RO02,4498.401709741,1114.16406861,0,residential,4149.806248308,0,39.93206937,1,34.273672342,0,488.424164281,0,703.805345481,0,171.774377882,416.717631989,0,426.561117167,0,99.594846811,0,2378.231884513,0.210552437072676,4.164122903,0,1214.511861103,30.329698099,0,734.761316963,res.medio consum,0,120.525429589,89.9801788330078,2821.8466796875,,
388,0101000020E610000024CE4F2B10A253C0F7326EA22A21D1BF,-78.5322368888233,-0.267649325011731,f,,C03-RO04,5743.400458379,2161.052478808,0,tertiary,5382.750422013,0,144.187538998,1,19.410273821,0,129.893016943,0,316.122024954,0,137.387237651,1.943960749,0,63.912040415,0,354.781892197,0,1211.846338117,0.124704649148986,8.698774657,0,129.160965391,0.198498879,0,149.622428783,res.bajo consumo,0,90.651201943,89.9910888671875,2834.91040039062,,
389,0101000020E6100000DE6067E80EA253C0B275BA587112D1BF,-78.5321599015765,-0.266750656746662,f,,C03-RO04,5648.120503054,2073.97610129,0,tertiary,5287.891257417,0,122.589269313,0,50.492763604,0,86.027312585,0,223.133017488,0,215.278904296,4.315021403,0,159.712284003,0,377.228126135,0,1287.215159769,0,75.220067778,0,229.000270429,0.273109252,0,249.676078975,res.bajo consumo,0,142.95968399,89.9919052124023,2839.4521484375,,
390,0101000020E61000005FD1A3060EA253C03A14A4988623D1BF,-78.5321060752662,-0.267793320716297,f,,C05-RO02,5752.512474507,2166.30284087,0,tertiary,5391.611588755,0,140.535214729,1,3.094145332,0,123.806886653,0,325.705359361,0,142.010882926,14.258655266,3,44.568213938,0,362.243247298,0,1212.028699087,0.133396020459782,24.009626176,0,113.412268476,0.098654674,0,134.336722788,res.bajo consumo,0,74.253973155,89.9910888671875,2834.91040039062,,
391,0101000020E61000002285B39C0DA253C01449E9D8B803D1BF,-78.5320808175207,-0.265852176501668,f,,C03-RO04,5552.943047917,1988.02286737,0,tertiary,5193.159105615,0,166.347410532,2,30.556934286,2,12.562026932,0,140.409743414,0,285.017832745,4.682627028,0,221.476571887,0,370.071118819,0,1365.933904212,0,81.251408543,0,329.10341215,0.04519809,0,349.857313504,res.bajo consumo,0,214.413818935,89.9552383422852,2842.44116210938,,
392,0101000020E6100000DD7983850DA253C0818E70257F64D0BF,-78.5320752891489,-0.25613382965296,f,,C23-RO03,4582.592684579,1171.937058835,0,tertiary,4232.147421556,0,8.23664232,3,46.356478723,0,390.577607183,0,716.877164145,0,76.635144561,342.233957339,0,346.682162879,0,99.596611391,0,2286.622780553,0.328902428915346,6.963549919,0,1129.63083515,0.020829132,0,823.543585523,res.bajo consumo,1,39.115413805,89.9771499633789,2823.55322265625,,
393,0101000020E61000008BC5ED9A0CA253C0500FAB7BD114D1BF,-78.5320193597783,-0.266895647783021,f,,C05-RO02,5656.803611186,2078.211357373,0,tertiary,5296.297295904,0,103.97225415,0,67.805637535,0,99.469945592,0,229.816829553,0,212.006903432,12.97493581,0,142.502709237,0,396.994676967,0,1286.936575443,0,90.443253338,0,213.687645656,0.281855242,0,234.616429948,res.bajo consumo,0,120.909098969,89.9919052124023,2839.4521484375,,
394,0101000020E61000001DD1D2EA0BA253C047CA8C2F0BF5D0BF,-78.5319773730048,-0.264956280169973,f,,C03-RO04,5457.114417688,1902.018377951,0,tertiary,5097.767054066,0,217.529225271,0,65.042638974,0,88.672948939,0,96.062711515,0,330.15356115,0.381995381,0,167.276521834,0,392.082373534,0,1448.830846734,0,133.503711192,0,429.147996857,0.173630901,0,449.963455925,res.bajo consumo,0,184.759232121,89.9960556030273,2833.5810546875,,
395,0101000020E610000037D18D290BA253C0169A5C921C06D1BF,-78.5319312939581,-0.265998022967694,f,,C05-RO02,5561.201303865,1991.189176163,0,tertiary,5201.113277942,0,143.191908134,1,17.359698864,2,3.349202371,0,140.122244568,0,293.600207545,13.295259692,0,219.528517468,0,387.408982351,0,1365.203063147,0,94.801416057,0,313.975229832,0.299735572,0,334.906793158,res.medio consum,0,206.956523154,89.9790420532227,2841.95434570312,,
396,0101000020E61000003A995ED20AA253C0E1C7CDDC5E54D0BF,-78.5319105075659,-0.255149570111028,f,,C19-RO02,4478.12347102,1084.245824174,0,tertiary,4128.683384578,0,28.696281653,3,26.003090036,0,470.328691166,0,741.472081659,0,182.957272564,389.300027391,0,400.804506191,0,130.548143722,0,2394.413008611,0.252690882475358,0,0,1233.837901774,0.301778768,0,762.009385727,res.medio consum,0,109.351391595,89.976921081543,2821.28393554688,,
397,0101000020E6100000800A92F409A253C0E77A086D62F7D0BF,-78.5318576265508,-0.265099150159513,f,,C05-RO02,5466.282834705,1906.340380684,0,tertiary,5106.662556278,0,197.708086978,0,50.780678246,0,75.046899497,0,82.633319315,0,345.708864636,15.245113969,0,158.810990463,0,401.792446702,0,1445.256374612,0,148.140619273,0,414.257094493,0.01291333,0,435.179482549,res.bajo consumo,0,171.06782678,89.990364074707,2840.05541992188,,
398,0101000020E61000007514F92709A253C02F125A091848D0BF,-78.5318088467046,-0.254400262005478,f,,C23-RO02,4400.121323976,1022.617311801,0,residential,4051.562482181,0,111.192429804,1,18.137572312,0,539.585172154,0,763.070951168,0,265.701553768,442.419015743,0,380.584169669,0,195.776747957,0,2475.651032572,0.189677616277371,13.187187724,0,1312.693552462,43.861499774,0,720.922211279,res.bajo consumo,0,106.699005546,89.9624786376953,2819.99536132812,,
399,0101000020E6100000BB0389D107A253C04C1FEA1D0457D0BF,-78.5317272031815,-0.255311040128153,f,,C23-RO03,4483.816582778,1080.950269825,0,tertiary,4133.675180205,0,16.11686926,2,20.645791509,0,444.733494741,0,760.784857054,0,174.934763893,362.14081692,0,373.732216248,0,140.480217325,0,2385.957225493,0.2124352283393,8.154555004,0,1228.164146337,0.254261629,0,789.161807849,res.bajo consumo,0,89.413086732,89.976921081543,2821.28393554688,,
400,0101000020E61000002759F03E07A253C05C6919C1D0F2CFBF,-78.5316922518874,-0.249597639357328,f,,C19-RO02,3938.739405438,800.184838506,0,secondary,3599.135853202,0,592.471764873,2,0.117574194,0,500.77962106,0,639.026944586,1,26.59222799,917.88155552,3,7.008653695,0,412.521489754,0,2980.430335854,0.303431441834773,8.716093934,0,1534.543839292,0.099362293,0,623.580129209,sin dato,0,126.255323012,89.962028503418,2817.7060546875,,
401,0101000020E6100000294EB9B806A253C03AB0EE1CF9F4CFBF,-78.5316602525351,-0.249663485648286,f,,C22-RO05,3942.880074155,797.540262894,0,secondary,3603.012072885,0,585.356504019,3,8.206058788,0,508.805284857,0,646.867747212,1,34.12645308,909.84690146,3,6.853514059,0,405.4079881,0,2974.644543966,0.304179626661665,7.867751063,0,1531.625329051,0.262944362,0,625.58583778,sin dato,0,118.172396151,89.962028503418,2817.7060546875,,
402,0101000020E6100000ADC48BB606A253C0BE9556BE2A7ECFBF,-78.5316597332882,-0.246037810267053,f,,C23-RO01,3613.334608099,847.055585759,0,primary_link,3283.520083724,0,828.675224731,1,3.679250489,0,272.933902755,0,260.781962998,0,310.617286157,1258.289593192,0,86.043882369,0,244.207044511,0,3357.859858834,0,116.101789046,0,1549.032034318,3.54716816,0,700.47439909,res.bajo consumo,0,98.349789111,89.9852752685547,2824.95581054688,,
403,0101000020E61000009818999E06A253C013A619A264F5CFBF,-78.5316540236548,-0.249676303053363,f,,C03-RO04,3943.687530361,797.034126481,0,secondary,3603.768257396,0,583.974587054,3,9.790578104,0,510.367955257,0,648.394869087,1,35.624073288,908.283123557,3,7.871638546,0,404.027807904,0,2973.519584594,0.303285150261561,8.077428363,0,1531.061608036,0.294786661,0,625.987823836,sin dato,0,116.599934858,89.962028503418,2817.7060546875,,
404,0101000020E6100000546ACD6005A253C07918857A1CE8D0BF,-78.5315782552728,-0.264166946075768,f,,C03-RO04,5358.894598288,1805.740049437,0,tertiary,4999.482285256,0,241.570912154,2,45.600996651,0,183.230413002,0,109.410440444,0,374.405478274,1.75219571,0,124.1799005,0,461.70234667,0,1544.86534217,0,133.378329789,0,520.718128173,0.058518488,0,541.737878457,res.bajo consumo,0,172.087113112,89.9940032958984,2834.2392578125,,
405,0101000020E6100000AE929FB604A253C0DC21959BE6E9D0BF,-78.5315376814203,-0.264276172576982,f,,C05-RO02,5368.190323221,1812.388689797,0,tertiary,5008.64242373,0,230.525516699,0,50.270215712,0,172.948959589,0,96.582006997,0,377.642774218,13.663169414,0,116.355016176,0,461.352248317,0,1538.283826603,0,123.459512353,0,509.300554017,0.070011658,0,530.342216706,res.bajo consumo,0,161.51466787,89.9847259521484,2837.81884765625,,
406,0101000020E61000002D36540A04A253C0A20454D4A2FCCFBF,-78.531496603239,-0.249897340465428,f,,C11-RO01,3954.652743071,783.268055956,0,secondary,3613.691967614,0,555.64132928,3,27.691879165,0,540.542262449,0,675.861957783,0,63.830913389,879.781045997,2,6.575180302,0,375.803717078,0,2956.022427383,0.201517264694806,20.793409896,0,1516.038227877,0.026084296,0,638.999497329,res.bajo consumo,0,86.461064985,89.9174423217773,2817.37841796875,,
407,0101000020E610000013F9A67D01A253C0F888001CE748D0BF,-78.5313409929843,-0.254449632020751,f,,C19-RO02,4379.248300395,985.561035036,0,tertiary,4029.386819456,0,119.424313438,3,31.002060155,0,515.238792456,0,813.422612059,0,279.724570754,407.282823709,0,378.073511775,0,228.01883895,0,2490.922414194,0,59.92716932,0,1332.641400139,0.160421464,0,767.471816315,res.bajo consumo,0,96.443735321,89.9721832275391,2819.4287109375,,
408,0101000020E61000004005831D00A253C0F26B7817044BD0BF,-78.5312570361612,-0.254578612251577,f,,C23-RO03,4387.232308113,987.755727069,0,tertiary,4036.963187773,0,112.092187318,3,28.99741539,0,498.643696543,0,820.49395045,0,271.538117799,390.170683416,0,391.715978331,0,226.426494343,0,2481.552063388,0,74.786383186,0,1324.838448073,0.039015224,0,783.054497063,res.bajo consumo,0,110.840978776,89.9721832275391,2819.4287109375,,
409,0101000020E6100000AE646A74FFA153C05C32C2A4E4DFCFBF,-78.5312167204854,-0.249020176361585,f,,C03-RO04,3856.011003102,742.432495052,0,secondary,3516.139530691,0,591.984130319,3,2.959712721,0,486.090381526,0,588.647852961,1,26.183380229,966.654971034,3,14.153187563,0,356.359470804,0,3058.362791914,0.511818503280573,6.41039137,0,1477.716220709,0.002860475,0,690.611260765,sin dato,0,171.330301386,89.9773101806641,2818.71264648438,,
410,0101000020E6100000625AD874FEA153C031B21616903FD0BF,-78.5311557877372,-0.253879567690805,f,,C23-RO02,4313.894021584,929.752897379,0,tertiary,3964.413459905,0,185.448729472,5,11.19077177,0,569.775916731,0,845.96676943,0,345.738602072,451.794336955,0,313.27543302,0,286.988692748,0,2557.264966455,0,85.35821361,0,1398.01946568,0.209297425,0,753.820604167,res.bajo consumo,1,36.965590424,89.9746170043945,2818.84375,,
411,0101000020E6100000D3753D44FEA153C0065E785A593CD0BF,-78.5311441993902,-0.253683412885465,f,,C03-RO04,4294.269634712,915.527075208,0,tertiary,3945.063646613,0,206.006872935,3,33.032430823,0,590.537433067,0,852.466225298,0,366.124079436,470.796785894,0,291.435262295,0,304.25417299,0,2577.801394587,0,98.420632466,0,1417.762188885,0.386379114,0,745.212550519,res.bajo consumo,1,21.174345446,89.9752655029297,2818.4619140625,,
412,0101000020E6100000CC058543FEA153C02B9F4A46C930D0BF,-78.5311440276193,-0.252977675098452,f,,C23-RO02,4226.154696874,870.859033737,0,tertiary,3878.091541942,0,280.272225115,0,98.364824275,0,666.815088634,0,875.599495855,0,407.063324149,542.655636127,0,213.290701913,0,286.278732936,0,2650.085067032,0,157.916574774,0,1487.170622787,2.085074108,0,714.560765711,sin dato,0,69.677085442,89.9685592651367,2817.70581054688,,
413,0101000020E61000003EB21A3AFEA153C0A59C43E40F3BD0BF,-78.5311417828279,-0.253604863084954,f,,C19-RO02,4286.539198921,910.114431104,0,tertiary,3937.45045507,0,214.221015985,2,41.770358535,0,598.933701565,0,854.972952778,0,374.235652515,478.57910727,0,282.71219767,0,311.174271675,0,2585.933806687,0,104.294961358,0,1425.567721531,0.377749286,0,741.694143052,res.bajo consumo,1,18.421114363,89.9752655029297,2818.4619140625,,
414,0101000020E6100000AC066F03FEA153C0358F82E8BCDFCFBF,-78.5311287483443,-0.249015439539215,f,,C19-RO02,3850.190168025,732.63743597,0,secondary,3510.023301059,0,585.235728197,2,12.755859627,0,492.707910626,0,590.982897042,1,34.955099358,965.082266869,2,12.330431559,0,350.712856574,0,3062.103822279,0.539711275576088,5.052329322,0,1467.920662611,0.009552048,0,700.150778077,sin dato,0,171.279018413,89.9719314575195,2818.59326171875,,
415,0101000020E610000028C8E8CFFDA153C0691D600C942DD0BF,-78.5311164639721,-0.252781879506492,f,,C03-RO04,4205.783055079,856.714361276,0,tertiary,3857.972141023,0,302.056969381,0,94.062981611,0,687.41632249,0,886.004805369,0,386.051769081,561.809300153,0,191.403320296,0,275.908487993,0,2671.369025355,0,170.121090615,0,1507.963539765,0.287332864,0,710.267935301,sin dato,0,91.539785231,89.9689483642578,2817,,
416,0101000020E610000080ECB0C5FDA153C0641283E8472CD0BF,-78.5311140277645,-0.25270269113779,f,,C19-RO02,4198.035988512,851.918610512,0,tertiary,3850.352944129,0,310.621937096,0,85.253479479,0,695.972133827,0,889.430770982,0,377.418410832,569.95245682,0,182.602402676,0,273.036039998,0,2679.611012785,0,169.247166021,0,1515.94718458,0.278632917,0,707.79528702,sin dato,0,91.413850425,89.9689483642578,2817,,
417,0101000020E6100000BD7B225EFDA153C0B0D8B6ADCE1ED0BF,-78.5310893379928,-0.251880330698792,f,,C03-RO04,4117.871047224,806.191151781,0,tertiary,3771.571710058,0,400.18191466,1,6.231641213,0,692.185292563,0,900.962867474,0,288.376886036,655.557896999,0,91.12176713,0,259.585058796,0,2765.384690061,0,186.447775739,0,1511.107780106,0.159166319,0,688.218518684,res.bajo consumo,0,118.170585603,89.9531555175781,2816.81396484375,,
418,0101000020E6100000E4F07A57FDA153C0A11D90C47F1DD0BF,-78.5310877514453,-0.251800481754311,f,,C19-RO02,4110.158710423,802.249868601,0,tertiary,3764.001570122,0,408.904810557,1,15.110419494,0,688.877111138,0,892.30144842,0,279.793374897,663.980156554,0,82.243503181,0,260.051917302,0,2773.699219263,0,190.468684553,0,1508.720545755,0.108818784,0,686.84827611,res.bajo consumo,0,124.030733954,89.9531555175781,2816.81396484375,,
419,0101000020E61000008DB9E903FDA153C0109AAE230910D0BF,-78.5310678274602,-0.2509787414987,f,,C03-RO04,4030.859876851,766.126264718,0,tertiary,3686.215272496,0,454.395038981,1,5.523862836,0,661.216536879,0,803.53412779,0,193.170622752,751.165090823,4,9.312744123,0,280.452010571,0,2859.606883564,0,137.947624548,0,1486.621811453,0.209627646,0,679.76273511,res.bajo consumo,1,47.13570982,89.8196868896484,2817.10693359375,,
420,0101000020E6100000EFE01DE5FCA153C0E18B07E5B80ED0BF,-78.5310604850563,-0.250898574506378,f,,C19-RO02,4022.836707389,762.526463518,0,tertiary,3678.328791678,0,457.519641494,1,3.427882278,0,659.715887563,0,795.044616109,0,185.193959894,759.570455179,4,9.429550633,0,282.498082217,0,2868.220978131,0,129.000447332,0,1484.159440008,0.034601467,0,680.325995495,comercial,1,38.269652039,89.8196868896484,2817.10693359375,,
421,0101000020E6100000E16F7967FCA153C067348A5870DCD0BF,-78.5310305295857,-0.263454519715032,f,,C03-RO04,5261.878939926,1705.846292582,0,tertiary,4902.119298197,0,229.907807965,0,54.629643664,0,257.606584678,0,176.13518561,0,411.619452046,1.233710795,0,132.626164172,0,550.717484112,0,1644.76398457,0,149.594253986,0,554.337088626,0.172834738,0,630.372627534,res.bajo consumo,0,187.141187136,89.9891815185547,2837.076171875,,
422,0101000020E61000001BEA0BC7FBA153C02DA31814F949D0BF,-78.5309922806122,-0.254514951348528,f,,C03-RO04,4366.814239097,960.975588266,0,tertiary,4015.961683951,0,136.392483775,4,1.420666785,0,496.828550902,0,850.642093009,0,293.187479928,380.878567061,0,382.845655831,0,254.622685483,0,2500.068176557,0,98.787291783,0,1345.920379943,0.115376973,0,804.26865615,res.bajo consumo,0,109.342219361,89.9783401489258,2818.99829101562,,
423,0101000020E61000008AE72DA2FBA153C0892AC2D1B33DD0BF,-78.5309834907804,-0.2537660168097,f,,C23-RO03,4293.501813212,906.876369587,0,tertiary,3943.738824339,0,205.205478151,3,23.549785654,0,577.380847008,0,867.540941683,0,365.499627911,454.969025581,0,299.569760427,0,309.291047818,0,2576.498439442,0,108.212672076,0,1418.379644556,0.176713268,0,765.29902371,asistencia socia,1,41.233060999,89.9752883911133,2817.544921875,,
424,0101000020E61000005F8534ACFBA153C0AEB78A2F5201D0BF,-78.5309858811283,-0.250080629756549,f,,C03-RO04,3941.223128056,731.101636434,0,tertiary,3598.167197155,0,497.333929317,5,12.951603514,0,591.086601611,0,709.066398323,0,112.502862173,845.978673496,2,15.651687085,0,317.386704136,0,2956.213158259,0.0583245629138886,37.714377039,0,1461.968486849,0.107701252,0,692.655300254,res.bajo consumo,0,53.824969174,89.9291381835938,2817.44970703125,,
425,0101000020E6100000A178B5B4FBA153C0A8AEF0200B00D0BF,-78.5309879085712,-0.250002653282289,f,,C19-RO02,3934.007167781,729.630792118,0,tertiary,3591.125214272,0,502.584408467,6,21.593983517,0,584.210784135,0,700.661792007,0,105.725636531,854.489712091,2,7.128048785,0,322.683885713,0,2964.257033941,0.124837470153052,29.073128273,0,1461.14279385,0.509422737,0,693.437966146,res.bajo consumo,0,62.308856027,89.9291381835938,2817.44970703125,,
426,0101000020E6100000D4013D9BFBA153C0DA4CA5AB0632D0BF,-78.5309818359158,-0.253053348181493,f,,C05-RO02,4224.453184306,860.358597589,0,tertiary,3875.814413376,0,277.876086975,0,97.711220001,0,654.814346092,0,889.876032746,0,418.422163425,528.282697237,0,220.357331048,0,273.121040053,0,2649.319445334,0,158.969664275,0,1488.033260714,0.281958555,0,734.391891562,asistencia socia,0,69.049508803,89.9730377197266,2817.23852539062,,
427,0101000020E6100000459DDA7CFBA153C041A1C365F32ED0BF,-78.530974591723,-0.252865647677499,f,,C23-RO03,4205.949581902,848.275770325,0,tertiary,3857.599937492,0,297.819090091,0,104.1630482,0,675.134076214,0,897.543252896,0,398.109386281,547.611782544,0,199.470497554,0,264.174670922,0,2668.853776425,0,155.666442476,0,1506.885982077,1.5188e-05,0,728.187426712,asistencia socia,0,87.866903804,89.9689483642578,2817,,
428,0101000020E6100000D2BD7BDDFAA153C0EED23E0106DFD0BF,-78.5309365948117,-0.263612271515099,f,,C05-RO02,5273.807300298,1713.010927059,0,tertiary,4913.800875053,0,211.956610441,2,49.309570793,0,267.120080824,0,159.59825471,0,427.96977375,17.183270972,0,112.326551151,0,552.120300997,0,1637.75160011,0,129.263475874,0,536.661426616,0.135390098,0,615.599976295,res.bajo consumo,0,175.742786638,89.9891815185547,2837.076171875,,
429,0101000020E6100000DD3274D7FAA153C0B5A529BE4423D0BF,-78.5309351572755,-0.25215262003493,f,,C05-RO02,4135.195074503,804.496205251,0,tertiary,3787.953658638,0,374.870897593,1,29.723864291,0,720.232064802,0,931.58056148,0,321.962186015,621.572676743,0,120.089330856,0,242.565163035,0,2743.744089962,0,158.651775115,0,1502.536052656,0.251979055,0,711.038220594,asistencia socia,0,117.828718323,89.9531555175781,2816.81396484375,,
430,0101000020E6100000E763AB13FAA153C091FEADD08214D0BF,-78.5308884786351,-0.251251891888367,f,,C05-RO02,4046.453810803,757.84425539,0,tertiary,3700.724930894,0,423.867178217,1,40.78340559,0,688.872680016,0,837.741699481,0,228.820314136,716.755970251,3,20.052078543,0,251.39044968,0,2838.571169561,0,167.443148564,0,1473.165416152,0.222000271,0,701.38134937,asistencia socia,0,80.411822945,89.8976211547852,2817.01318359375,,
431,0101000020E61000006DAC9387F9A153C01D12FF46F13FD0BF,-78.5308550779461,-0.253902739841836,f,,C05-RO02,4299.832133763,905.174011634,0,tertiary,3949.523697479,0,199.36548239,3,2.692897938,0,559.462913613,0,877.987360578,0,358.971520253,435.326809821,0,314.723231783,0,308.806124525,0,2568.39135148,0,115.16345182,0,1412.273919267,0.033451099,0,784.813079707,sin dato,0,61.46589162,89.9774398803711,2817.99169921875,,
432,0101000020E6100000F094E24FF9A153C06C5732E3C005D0BF,-78.5308417999947,-0.250351163741803,f,,C05-RO02,3958.264155245,722.189884967,0,tertiary,3614.173992684,0,467.059689166,2,24.237703984,0,624.602898928,0,742.398037625,0,145.514149382,813.1679983,2,44.697611589,0,287.266366475,0,2933.761661048,0,67.583438098,0,1450.149867843,0.192022206,0,705.983561215,asistencia socia,1,35.025182806,89.8516464233398,2817.22045898438,,
433,0101000020E610000010A19B02F9A153C00DD8B3BCCFF9CFBF,-78.5308233756843,-0.249811141147518,f,,C22-RO05,3906.237161175,707.848705234,0,secondary,3563.226555396,0,501.160107372,6,5.899822067,0,579.981603817,0,685.586167433,0,98.294004247,871.5942055,3,15.676182005,0,321.994327696,0,2990.617238701,0.234894148125688,9.548671514,0,1440.585797487,0.020150797,0,714.449660119,sin dato,0,87.573450619,89.9291381835938,2817.44970703125,,
434,0101000020E6100000809B0E70F8A153C0D9DA007F0AB2D0BF,-78.5307884352351,-0.260866760279368,f,,C03-RO04,4988.187255707,1474.02505039,0,tertiary,4629.954313565,0,140.516564112,0,57.659238845,2,21.045852309,0,320.629583416,0,122.954262999,1.281532793,0,250.90965455,0,612.117680777,0,1892.590134854,0.12292537902242,19.713191659,0,723.271664462,0.198737682,0,739.028579936,res.bajo consumo,0,54.997069926,89.9910430908203,2828.15234375,,
435,0101000020E6100000135AD728F8A153C0F72A054CCCC0D0BF,-78.5307714560552,-0.261767458189453,f,,C03-RO04,5078.646554178,1544.902518311,0,tertiary,4719.680555416,0,221.77370841,4,13.550481432,0,68.069928028,0,278.857727524,0,222.015718508,8.309571255,0,307.7075562,0,681.182006555,0,1811.503910631,0.217097146598865,21.866617853,0,647.094152302,0.015914862,0,762.349283453,res.bajo consumo,0,68.998480731,89.9829788208008,2829.71728515625,,
436,0101000020E6100000C10A4222F8A153C087DBDA5FC581CFBF,-78.5307698864881,-0.246147796444088,f,,C23-RO01,3564.627528491,750.654261831,0,primary_link,3230.836789146,0,729.023178326,1,31.994112797,0,372.513361335,0,326.813699548,0,341.564462364,1160.292185911,6,8.954072306,0,144.514142456,0,3275.202030163,0.117198830219399,16.408807358,0,1449.472517441,3.224985193,0,662.017861357,res.bajo consumo,0,60.00659982,89.9891357421875,2821.52294921875,,
437,0101000020E61000002CDB4F7AF6A153C0565A6ED894F5CFBF,-78.530668809876,-0.249682050399047,f,,C11-RO01,3884.940116432,688.620518446,0,secondary,3541.697263827,0,497.377214324,5,0.930932055,0,581.260285305,0,677.505388357,0,101.528261445,882.601870123,4,10.603677861,0,319.501355822,0,3010.12693117,0.218256534907194,10.008218336,0,1422.041383347,0.14675204,0,733.669745894,res.medio consum,0,107.393686437,89.9528350830078,2817.86767578125,,
438,0101000020E6100000AAD72014F6A153C02B33B9666DCFD0BF,-78.530644447396,-0.262660360637528,f,,C03-RO04,5163.775052559,1610.357291106,0,tertiary,4803.96502882,0,227.289315347,1,24.627307745,0,167.603470029,0,269.356445884,0,320.429105525,7.075699109,0,207.421880024,0,632.630620998,0,1740.620560182,0,55.452353216,0,569.350263164,0.334856694,0,726.142038615,res.bajo consumo,0,89.425536352,89.9941024780273,2830.94677734375,,
439,0101000020E6100000433DAB07F6A153C060C41DEEA3A3D0BF,-78.5306414768466,-0.259987814460208,f,,C03-RO04,4892.591296664,1394.808095234,0,tertiary,4534.832875904,0,56.048102195,5,3.133342619,0,113.748442761,0,395.598036379,2,23.929014846,0.992265995,0,155.818007377,0,530.729086255,0,1983.196520443,0.0413245167716572,37.67595469,0,792.512931492,0.075769024,0,710.778500002,res.bajo consumo,0,98.989359745,89.9823837280273,2825.025390625,,
440,0101000020E61000008EC2CAA4F5A153C01710B97345B5D0BF,-78.5306179027632,-0.261063921938559,f,,C05-RO02,5000.29478413,1476.279797413,0,tertiary,4641.612124255,0,147.173039179,0,62.892141624,2,7.941218243,0,325.278388227,0,142.889958964,19.590574965,0,265.277253342,0,639.701084408,0,1885.213706714,0.381538822224569,14.94644057,0,694.302641309,0.089139254,0,724.941340219,res.medio consum,0,80.390015696,89.9911041259766,2825.32153320312,,
441,0101000020E6100000DFF8A3ABF4A153C0AEF9CD59BEA6D0BF,-78.530558500413,-0.260177219104572,f,,C05-RO02,4907.837978425,1402.357066209,0,tertiary,4549.769974372,0,65.171623085,3,21.662687175,0,93.414649215,0,387.968433109,1,44.381981057,15.117022828,0,170.350668043,0,553.652113082,0,1970.580835723,0.175581514734519,25.881138877,0,769.872308546,0.090409488,0,703.102200503,res.medio consum,0,101.445767566,89.9823837280273,2825.025390625,,
